Month,pr,r20mm,r50mm,hurs,tasmin,tas,hd35,rx5day
1979-12,307.77,2.61,0.18,87.82,21.72,24.22,0.0,90.09
1980-01,278.42,2.69,0.24,86.88,22.07,24.62,0.0,85.75
1980-02,243.26,1.9,0.15,86.54,21.99,24.6,0.0,79.29
1980-03,269.39,2.54,0.18,86.57,21.94,24.69,0.0,85.27
1980-04,332.23,3.3,0.29,88.37,22.38,24.89,0.0,101.11
1980-05,226.33,1.63,0.17,86.84,22.39,25.1,0.0,78.23
1980-06,203.7,1.53,0.22,85.89,22.03,24.73,0.0,72.88
1980-07,165.61,1.05,0.2,84.22,21.61,24.54,0.02,58.22
1980-08,222.29,1.95,0.29,84.47,21.44,24.19,0.02,72.63
1980-09,149.22,1.11,0.13,81.45,21.64,24.8,0.11,57.11
1980-10,258.15,2.57,0.23,84.13,22.02,24.92,0.26,86.44
1980-11,272.37,2.39,0.16,86.08,22.11,24.88,0.08,86.52
1980-12,332.9,3.48,0.25,87.84,22.04,24.51,0.01,97.86
1981-01,240.72,2.31,0.16,85.48,21.8,24.45,0.0,83.28
