Month,pr,rx5day,rx1day,r20mm,r50mm,hurs,tasmin,cdd
2019-07,309.12,137.45,53.6,4.56,0.94,76.97,24.75,6.2
2019-08,322.19,129.26,61.23,4.26,0.94,81.77,24.21,3.33
2019-09,281.71,113.16,47.75,3.64,0.58,81.97,23.63,4.04
2019-10,129.52,61.26,24.76,1.13,0.15,75.66,20.63,10.91
2019-11,36.32,25.5,12.78,0.29,0.03,72.18,17.17,20.94
2019-12,25.4,21.36,11.6,0.26,0.01,71.67,12.59,24.01
2020-01,36.12,23.83,11.34,0.34,0.01,70.42,11.88,17.57
2020-02,19.71,14.41,8.14,0.14,0.01,60.28,13.76,23.15
2020-03,39.33,20.94,12.05,0.32,0.02,59.26,17.83,18.18
2020-04,38.98,21.95,9.96,0.3,0.02,51.76,21.77,21.13
2020-05,60.25,37.1,16.39,0.57,0.15,54.69,24.36,17.22
2020-06,200.11,80.76,38.57,2.53,0.41,72.1,24.72,8.41
2020-07,270.25,97.05,43.2,3.33,0.5,79.37,24.71,3.22
2020-08,331.12,127.95,58.33,4.52,0.97,82.9,24.43,3.3
2020-09,182.14,82.03,35.62,1.95,0.33,78.87,23.88,6.8
2020-10,88.79,52.62,23.99,0.96,0.15,68.67,20.84,17.16
2020-11,30.22,20.51,11.83,0.31,0.07,64.72,15.53,24.58
2020-12,24.1,17.1,7.73,0.29,0.06,66.26,12.3,25.63
2021-01,22.63,17.14,9.03,0.24,0.03,67.22,12.36,24.05
2021-02,8.05,6.35,3.55,0.03,0.0,55.57,13.99,25.86
2021-03,14.15,8.18,4.43,0.11,0.0,48.09,18.62,26.96
2021-04,27.49,15.4,7.08,0.17,0.01,45.58,21.58,23.41
2021-05,103.0,56.74,31.38,1.09,0.26,60.07,23.73,13.88
2021-06,172.06,77.58,32.62,2.25,0.32,71.42,24.38,8.39
2021-07,284.75,127.56,54.82,3.92,0.84,78.48,24.67,7.0
2021-08,199.83,91.15,37.71,2.42,0.37,79.28,24.18,6.65
2021-09,231.81,97.44,47.29,2.66,0.49,82.2,23.65,3.7
2021-10,97.98,57.69,30.36,1.08,0.21,72.22,20.83,12.47
2021-11,61.57,30.77,13.46,0.71,0.1,68.76,16.06,21.49
2021-12,25.3,21.39,13.45,0.27,0.05,69.55,12.61,26.18
2022-01,39.23,27.5,13.12,0.37,0.03,71.87,11.74,15.23
2022-02,18.99,12.27,7.77,0.2,0.01,59.31,13.32,22.44
2022-03,7.38,5.79,2.55,0.04,0.0,49.4,19.16,28.98
2022-04,31.12,14.94,6.26,0.34,0.06,47.32,23.23,25.96
2022-05,73.59,39.23,20.07,0.82,0.19,55.64,24.96,20.11
2022-06,149.11,77.79,31.8,1.65,0.3,64.27,25.24,15.75
2022-07,342.01,133.15,53.51,4.81,0.95,82.24,24.48,2.81
2022-08,276.99,115.25,51.32,3.74,0.84,82.04,24.09,4.43
2022-09,193.43,94.21,39.58,2.44,0.31,80.16,23.4,7.11
2022-10,112.36,64.72,29.12,1.2,0.16,72.35,19.94,14.72
2022-11,19.49,11.1,6.26,0.18,0.03,64.6,15.28,25.23
2022-12,18.32,14.54,7.11,0.16,0.02,66.47,13.01,26.98
2023-01,14.89,8.75,5.56,0.13,0.01,65.97,11.47,24.98
2023-02,7.89,4.98,2.33,0.06,0.0,52.99,14.25,26.08
2023-03,41.98,26.79,13.47,0.29,0.02,55.7,18.07,27.46
2023-04,38.28,31.18,11.88,0.25,0.01,50.41,21.2,20.29
2023-05,57.13,37.14,15.69,0.48,0.03,55.81,23.33,16.27
2023-06,158.89,104.76,45.48,2.13,0.5,63.99,25.3,14.95
2023-07,333.8,142.67,55.76,4.68,0.87,81.8,24.7,3.12
2023-08,170.24,79.29,37.18,2.24,0.5,78.2,24.36,7.95
2023-09,213.64,96.53,43.93,2.69,0.41,78.92,23.84,8.78
2023-10,46.93,40.35,15.7,0.58,0.08,67.04,20.39,21.58
2023-11,48.29,30.13,17.34,0.55,0.09,68.68,17.08,23.71
2023-12,28.78,26.5,16.02,0.32,0.09,70.68,13.59,25.36
