Month,pr,r20mm,r50mm,tasmin,tas,hurs,hi35,rx5day
2014-09,171.2,2.05,0.4,22.85,26.13,77.54,2.78,101.13
2014-10,72.49,0.7,0.18,20.36,24.91,68.37,0.54,42.26
2014-11,21.94,0.2,0.03,15.83,21.3,62.64,0.0,15.05
2014-12,24.37,0.23,0.02,11.82,17.13,65.44,0.0,18.44
2015-01,22.1,0.14,0.0,11.42,16.53,67.82,0.0,18.79
2015-02,25.62,0.27,0.02,14.58,20.48,58.02,0.0,25.8
2015-03,48.43,0.59,0.05,17.99,23.54,56.65,0.09,34.26
2015-04,67.0,0.63,0.06,21.62,26.99,55.41,2.34,36.45
2015-05,54.23,0.47,0.05,24.88,30.38,51.64,13.13,26.44
2015-06,203.17,2.68,0.57,24.75,28.58,67.36,12.08,98.79
2015-07,275.75,3.84,0.84,24.58,27.51,76.29,9.54,120.67
2015-08,210.13,2.31,0.39,24.16,26.93,79.16,7.62,88.79
2015-09,138.72,1.74,0.34,23.25,26.94,73.14,5.34,80.73
2015-10,49.63,0.45,0.03,20.65,25.55,65.15,0.97,31.43
2015-11,48.15,0.52,0.14,17.07,22.02,65.55,0.0,25.41
2015-12,19.22,0.17,0.03,12.79,18.23,63.43,0.0,14.61
2016-01,11.73,0.06,0.0,12.06,17.7,62.69,0.0,8.48
2016-02,15.02,0.12,0.01,15.32,21.19,55.99,0.02,10.83
2016-03,27.57,0.22,0.01,19.4,25.32,51.9,0.85,15.8
2016-04,36.5,0.47,0.13,23.51,29.58,45.31,6.05,16.69
2016-05,69.82,0.7,0.16,25.13,30.34,53.56,14.6,35.52
2016-06,180.86,2.25,0.32,25.62,29.45,66.56,16.42,84.06
2016-07,343.97,4.91,0.92,24.49,26.92,80.78,8.54,136.26
2016-08,264.26,3.42,0.61,24.14,26.7,80.71,7.46,111.15
2016-09,182.18,2.12,0.21,23.42,26.46,77.93,4.49,74.4
2016-10,64.96,0.63,0.05,20.32,24.98,67.69,1.68,47.83
2016-11,11.63,0.1,0.02,15.12,21.1,59.99,0.0,10.4
2016-12,11.0,0.09,0.03,12.67,18.49,63.6,0.0,7.92
2017-01,24.44,0.32,0.03,11.85,17.44,64.14,0.0,15.55
2017-02,10.98,0.12,0.01,14.44,20.81,53.43,0.0,7.09
2017-03,31.81,0.29,0.04,18.12,24.34,49.49,0.48,20.82
2017-04,38.32,0.47,0.11,22.77,29.03,44.67,4.03,21.32
2017-05,53.58,0.41,0.07,25.23,30.63,51.52,14.63,26.62
2017-06,196.29,2.48,0.33,25.0,28.84,68.37,13.84,93.34
2017-07,311.9,4.28,0.99,24.48,27.05,79.87,8.74,137.29
2017-08,241.05,2.73,0.38,24.27,26.88,80.74,7.96,96.13
2017-09,169.76,1.81,0.23,23.62,26.88,77.87,6.69,78.49
2017-10,88.82,0.81,0.12,20.87,25.5,68.33,1.6,46.32
2017-11,26.75,0.28,0.06,15.75,21.08,64.08,0.0,18.82
2017-12,16.15,0.19,0.04,12.69,18.12,64.0,0.0,16.21
2018-01,5.06,0.02,0.0,11.02,17.13,59.56,0.0,4.17
2018-02,13.57,0.09,0.0,14.57,20.71,54.32,0.0,9.61
2018-03,18.49,0.15,0.01,18.67,25.1,47.01,0.35,11.76
2018-04,36.45,0.23,0.01,22.41,28.29,48.62,3.11,18.02
2018-05,61.93,0.58,0.06,24.9,30.31,51.97,13.84,29.38
2018-06,172.8,2.09,0.31,25.36,29.2,66.16,15.01,85.9
2018-07,316.9,4.73,0.77,24.57,27.06,79.76,9.07,126.17
2018-08,271.5,3.61,0.59,24.16,26.57,80.86,7.1,107.63
2018-09,134.11,1.45,0.26,22.85,26.29,75.46,3.35,73.71
2018-10,42.93,0.42,0.1,19.54,24.82,62.51,0.4,28.6
2018-11,23.11,0.24,0.03,15.87,21.49,61.7,0.0,12.25
2018-12,18.82,0.22,0.04,11.72,17.23,63.3,0.0,15.19
2019-01,21.44,0.22,0.01,10.77,16.65,61.28,0.0,14.18
2019-02,32.87,0.34,0.03,14.04,19.8,58.49,0.02,17.19
2019-03,19.59,0.12,0.01,17.9,23.96,50.82,0.38,11.33
2019-04,32.76,0.22,0.02,22.77,28.81,48.12,4.11,20.93
2019-05,45.06,0.42,0.11,24.96,30.6,48.55,12.15,23.27
2019-06,123.33,1.39,0.22,25.81,30.24,61.13,18.12,68.87
2019-07,309.12,4.56,0.94,24.75,27.58,76.97,11.24,137.45
2019-08,322.19,4.26,0.94,24.21,26.73,81.77,8.55,129.26
2019-09,281.71,3.64,0.58,23.63,26.28,81.97,6.07,113.16
2019-10,129.52,1.13,0.15,20.63,24.42,75.66,0.27,61.26
2019-11,36.32,0.29,0.03,17.17,21.68,72.18,0.01,25.5
2019-12,25.4,0.26,0.01,12.59,17.07,71.67,0.0,21.36
2020-01,36.12,0.34,0.01,11.88,16.82,70.42,0.0,23.83
2020-02,19.71,0.14,0.01,13.76,19.47,60.28,0.0,14.41
2020-03,39.33,0.32,0.02,17.83,23.25,59.26,0.13,20.94
2020-04,38.98,0.3,0.02,21.77,27.59,51.76,2.55,21.95
2020-05,60.25,0.57,0.15,24.36,29.77,54.69,11.8,37.1
2020-06,200.11,2.53,0.41,24.72,28.2,72.1,11.73,80.76
2020-07,270.25,3.33,0.5,24.71,27.57,79.37,11.72,97.05
2020-08,331.12,4.52,0.97,24.43,26.83,82.9,9.2,127.95
2020-09,182.14,1.95,0.33,23.88,26.98,78.87,8.64,82.03
2020-10,88.79,0.96,0.15,20.84,25.34,68.67,1.65,52.62
2020-11,30.22,0.31,0.07,15.53,20.86,64.72,0.01,20.51
2020-12,24.1,0.29,0.06,12.3,17.65,66.26,0.0,17.1
2021-01,22.63,0.24,0.03,12.36,17.59,67.22,0.0,17.14
2021-02,8.05,0.03,0.0,13.99,20.32,55.57,0.0,6.35
2021-03,14.15,0.11,0.0,18.62,25.14,48.09,0.21,8.18
2021-04,27.49,0.17,0.01,21.58,27.9,45.58,2.07,15.4
2021-05,103.0,1.09,0.26,23.73,28.41,60.07,7.58,56.74
2021-06,172.06,2.25,0.32,24.38,27.93,71.42,10.32,77.58
2021-07,284.75,3.92,0.84,24.67,27.46,78.48,10.94,127.56
2021-08,199.83,2.42,0.37,24.18,26.94,79.28,8.03,91.15
2021-09,231.81,2.66,0.49,23.65,26.35,82.2,5.86,97.44
2021-10,97.98,1.08,0.21,20.83,25.01,72.22,2.53,57.69
2021-11,61.57,0.71,0.1,16.06,20.89,68.76,0.0,30.77
2021-12,25.3,0.27,0.05,12.61,17.56,69.55,0.0,21.39
2022-01,39.23,0.37,0.03,11.74,16.47,71.87,0.0,27.5
2022-02,18.99,0.2,0.01,13.32,19.27,59.31,0.0,12.27
2022-03,7.38,0.04,0.0,19.16,25.56,49.4,0.82,5.79
2022-04,31.12,0.34,0.06,23.23,29.41,47.32,4.99,14.94
2022-05,73.59,0.82,0.19,24.96,29.99,55.64,13.51,39.23
2022-06,149.11,1.65,0.3,25.24,29.34,64.27,13.82,77.79
2022-07,342.01,4.81,0.95,24.48,26.98,82.24,9.6,133.15
2022-08,276.99,3.74,0.84,24.09,26.73,82.04,8.26,115.25
2022-09,193.43,2.44,0.31,23.4,26.42,80.16,5.68,94.21
2022-10,112.36,1.2,0.16,19.94,24.24,72.35,0.51,64.72
2022-11,19.49,0.18,0.03,15.28,20.77,64.6,0.0,11.1
2022-12,18.32,0.16,0.02,13.01,18.43,66.47,0.0,14.54
2023-01,14.89,0.13,0.01,11.47,16.91,65.97,0.0,8.75
2023-02,7.89,0.06,0.0,14.25,20.95,52.99,0.0,4.98
2023-03,41.98,0.29,0.02,18.07,23.75,55.7,0.27,26.79
2023-04,38.28,0.25,0.01,21.2,27.08,50.41,1.59,31.18
2023-05,57.13,0.48,0.03,23.33,28.75,55.81,7.92,37.14
2023-06,158.89,2.13,0.5,25.3,29.44,63.99,14.57,104.76
2023-07,333.8,4.68,0.87,24.7,27.25,81.8,12.01,142.67
2023-08,170.24,2.24,0.5,24.36,27.22,78.2,8.58,79.29
2023-09,213.64,2.69,0.41,23.84,26.9,78.92,7.73,96.53
2023-10,46.93,0.58,0.08,20.39,25.18,67.04,1.2,40.35
2023-11,48.29,0.55,0.09,17.08,21.88,68.68,0.0,30.13
2023-12,28.78,0.32,0.09,13.59,18.42,70.68,0.02,26.5
