Month,pr,r20mm,r50mm,tasmin,tas,tasmax,hurs,rx5day
1950-01,16.36,0.04,0.0,-12.1,-6.42,-0.69,60.92,9.29
1950-02,23.37,0.1,0.0,-11.77,-5.96,-0.46,60.51,13.21
1950-03,43.86,0.25,0.01,-3.97,1.7,7.01,57.39,19.7
1950-04,65.52,0.64,0.07,1.36,7.07,12.39,55.65,31.72
1950-05,115.25,1.42,0.16,8.12,13.6,18.75,59.49,45.66
1950-06,148.72,1.7,0.29,12.04,16.83,21.45,64.25,60.77
1950-07,150.72,1.58,0.23,15.27,19.83,24.37,67.46,64.39
1950-08,143.27,1.4,0.15,13.73,18.3,22.87,66.77,54.0
1950-09,106.5,1.0,0.11,9.19,13.78,18.49,66.39,43.8
1950-10,55.19,0.33,0.02,3.5,8.21,13.21,64.25,26.33
1950-11,25.99,0.1,0.01,-5.4,-0.59,4.45,60.78,14.67
1950-12,15.63,0.03,0.0,-12.39,-7.27,-1.96,59.66,8.36
1951-01,19.13,0.03,0.0,-14.61,-9.22,-3.76,61.16,11.67
1951-02,31.89,0.1,0.0,-11.63,-5.76,-0.32,60.87,14.35
1951-03,52.37,0.45,0.01,-6.59,-0.77,4.52,58.95,21.65
1951-04,90.16,1.03,0.09,-0.01,5.64,10.77,58.55,33.13
1951-05,93.32,1.05,0.1,7.83,13.61,18.97,57.9,40.47
1951-06,139.68,1.56,0.27,12.49,17.25,21.99,65.61,61.51
1951-07,161.79,1.6,0.22,14.74,18.96,23.33,69.09,65.57
1951-08,134.53,1.31,0.2,14.76,19.24,23.86,66.9,54.89
1951-09,105.9,1.01,0.16,8.9,13.59,18.33,66.71,52.94
1951-10,70.47,0.57,0.06,3.93,8.71,13.66,67.47,37.6
1951-11,45.81,0.38,0.02,-4.89,-0.02,4.96,64.51,22.53
1951-12,22.75,0.11,0.0,-9.74,-4.53,0.95,63.14,15.05
1952-01,23.5,0.12,0.0,-13.12,-7.43,-1.89,63.73,12.04
1952-02,39.81,0.25,0.01,-11.87,-6.32,-1.14,63.49,18.95
1952-03,62.45,0.5,0.04,-5.57,0.16,5.29,62.98,23.58
1952-04,74.82,0.75,0.06,2.24,8.13,13.63,58.6,33.59
1952-05,115.98,1.28,0.13,8.73,13.91,18.94,62.0,45.24
1952-06,122.77,1.29,0.22,12.94,17.82,22.63,62.63,57.46
1952-07,158.76,1.6,0.22,15.46,19.69,24.04,70.29,69.7
1952-08,147.44,1.41,0.23,13.68,18.05,22.52,70.54,58.23
1952-09,116.49,1.19,0.2,9.67,14.31,19.09,66.75,49.87
1952-10,58.78,0.47,0.02,1.58,6.54,11.59,62.79,27.4
1952-11,29.37,0.1,0.0,-5.29,-0.44,4.5,64.02,15.6
1952-12,18.5,0.07,0.0,-14.0,-8.76,-3.45,60.41,11.02
1953-01,35.48,0.24,0.03,-14.85,-9.3,-3.98,64.51,16.54
1953-02,31.0,0.11,0.01,-11.07,-5.14,0.36,66.03,15.14
1953-03,56.12,0.39,0.02,-3.62,2.09,7.46,60.67,21.47
1953-04,66.91,0.47,0.01,1.28,6.65,11.67,59.66,25.38
1953-05,113.37,1.19,0.19,8.74,13.99,19.06,60.94,43.98
1953-06,123.74,1.23,0.24,13.47,18.28,23.03,63.68,55.68
1953-07,129.47,1.26,0.15,15.96,20.44,24.95,66.45,55.43
1953-08,126.51,1.1,0.19,15.07,19.32,23.83,70.94,59.26
1953-09,97.17,0.79,0.09,9.97,14.54,19.34,68.19,41.07
1953-10,61.25,0.38,0.01,3.68,8.41,13.34,65.78,27.98
1953-11,28.55,0.13,0.0,-5.43,-0.6,4.29,63.78,17.23
1953-12,24.05,0.15,0.01,-11.17,-6.06,-0.83,65.31,15.66
1954-01,29.89,0.14,0.0,-13.84,-8.59,-3.34,67.06,14.0
1954-02,31.51,0.17,0.0,-10.47,-4.72,0.73,64.41,16.62
1954-03,39.25,0.18,0.0,-6.81,-0.89,4.56,60.98,18.24
1954-04,81.28,0.84,0.08,2.32,7.82,13.02,60.0,32.2
1954-05,116.94,1.35,0.2,6.83,12.22,17.32,59.74,46.71
1954-06,158.84,1.84,0.47,12.13,16.78,21.4,66.45,65.91
1954-07,168.2,1.79,0.51,14.82,19.15,23.55,67.88,64.23
1954-08,157.04,1.67,0.28,14.38,18.67,23.15,70.69,63.34
1954-09,90.28,0.73,0.07,10.11,14.79,19.68,66.64,40.6
1954-10,49.57,0.31,0.01,1.74,6.76,11.92,62.21,26.38
1954-11,27.3,0.13,0.01,-4.98,0.11,5.43,61.75,14.53
1954-12,24.12,0.04,0.0,-14.9,-10.0,-4.96,63.55,11.87
1955-01,14.72,0.02,0.0,-16.42,-10.67,-5.08,63.37,8.0
1955-02,29.74,0.16,0.0,-11.7,-5.54,0.17,58.47,12.27
1955-03,51.64,0.38,0.01,-5.34,0.5,5.94,58.44,23.11
1955-04,54.32,0.28,0.02,-0.04,5.48,10.68,59.99,28.61
1955-05,100.74,1.13,0.13,6.79,12.26,17.43,60.41,39.63
1955-06,139.15,1.48,0.25,12.44,17.28,22.03,64.18,64.67
1955-07,156.38,1.66,0.21,14.82,19.18,23.6,68.6,64.18
1955-08,131.69,1.2,0.13,14.18,18.65,23.26,70.36,57.89
1955-09,98.57,0.87,0.12,10.27,14.82,19.6,68.15,42.56
1955-10,43.85,0.23,0.0,2.31,7.26,12.47,61.53,22.53
1955-11,26.28,0.24,0.01,-6.28,-0.88,4.69,57.67,16.55
1955-12,15.05,0.02,0.0,-10.07,-4.49,1.23,59.65,8.82
1956-01,19.32,0.06,0.0,-15.41,-9.94,-4.47,59.46,11.84
1956-02,24.57,0.07,0.0,-11.75,-5.81,-0.17,58.22,10.89
1956-03,52.17,0.41,0.02,-5.33,0.49,5.79,59.3,22.01
1956-04,65.42,0.69,0.07,1.86,7.76,13.24,56.64,33.67
1956-05,117.98,1.49,0.19,7.29,12.76,17.92,57.37,48.45
1956-06,152.83,1.87,0.43,12.39,17.14,21.87,64.26,66.2
1956-07,116.86,1.08,0.08,14.66,19.52,24.24,63.93,50.11
1956-08,127.52,1.25,0.17,13.42,18.12,22.94,66.38,52.98
1956-09,76.71,0.65,0.12,8.75,14.2,19.85,61.3,37.28
1956-10,41.5,0.26,0.01,0.39,6.03,11.82,59.91,23.94
1956-11,17.32,0.05,0.0,-8.79,-3.04,2.95,58.23,9.77
1956-12,13.41,0.04,0.0,-14.54,-8.96,-3.33,60.9,7.37
1957-01,22.53,0.07,0.0,-14.71,-9.12,-3.71,63.47,11.79
1957-02,24.45,0.11,0.0,-14.62,-8.78,-3.51,60.75,13.23
1957-03,36.81,0.21,0.01,-6.85,-0.57,5.12,57.21,16.07
1957-04,68.72,0.72,0.08,1.12,6.8,12.08,56.41,31.13
1957-05,98.0,1.09,0.17,6.05,11.55,16.69,57.3,39.89
1957-06,123.96,1.43,0.17,11.53,16.5,21.31,62.08,50.62
1957-07,160.67,1.78,0.38,14.57,19.11,23.71,65.85,65.5
1957-08,123.0,1.17,0.18,13.36,18.1,22.97,66.11,56.17
1957-09,78.08,0.53,0.05,8.04,12.95,18.1,62.76,34.46
1957-10,41.83,0.31,0.04,0.43,6.17,12.17,56.91,23.15
1957-11,26.91,0.09,0.0,-5.39,0.18,6.06,61.19,14.46
1957-12,19.87,0.06,0.0,-11.17,-5.71,-0.06,66.32,10.89
1958-01,25.35,0.09,0.01,-14.52,-8.95,-3.56,60.75,14.18
1958-02,23.28,0.08,0.0,-12.14,-5.9,0.15,59.98,13.11
1958-03,40.78,0.27,0.01,-5.03,1.16,6.77,55.93,18.58
1958-04,68.17,0.73,0.06,2.48,8.39,13.85,55.09,31.55
1958-05,91.68,0.95,0.09,6.89,12.22,17.23,59.07,43.06
1958-06,115.76,1.19,0.2,12.05,17.13,22.08,59.86,54.53
1958-07,159.73,1.91,0.31,15.3,19.93,24.67,66.0,70.35
1958-08,145.44,1.54,0.25,13.18,17.54,22.11,69.31,61.17
1958-09,87.11,0.77,0.06,9.06,14.16,19.52,64.74,41.05
1958-10,49.01,0.32,0.03,1.21,6.43,11.96,62.02,27.52
1958-11,17.17,0.06,0.0,-5.25,-0.04,5.78,58.19,10.52
1958-12,13.66,0.01,0.0,-9.93,-4.45,1.41,59.01,7.79
1959-01,18.37,0.05,0.0,-14.05,-8.54,-3.09,57.54,10.56
1959-02,42.94,0.36,0.01,-10.83,-5.24,-0.02,62.9,20.05
1959-03,41.23,0.31,0.01,-4.38,1.55,7.05,56.93,19.44
1959-04,58.26,0.59,0.05,2.3,8.19,13.69,52.21,29.05
1959-05,93.9,1.04,0.12,6.73,12.08,17.16,56.01,38.26
1959-06,131.86,1.66,0.27,11.76,16.67,21.53,61.89,55.34
1959-07,127.42,1.38,0.17,14.95,19.64,24.46,65.27,56.36
1959-08,133.61,1.45,0.19,14.06,18.71,23.67,67.23,57.24
1959-09,81.73,0.86,0.07,8.75,14.02,19.55,61.95,41.35
1959-10,44.75,0.36,0.02,2.55,8.13,14.15,59.52,24.88
1959-11,25.24,0.12,0.0,-6.89,-1.62,3.88,62.37,16.04
1959-12,19.99,0.02,0.0,-11.52,-6.45,-1.13,63.17,9.94
1960-01,17.64,0.02,0.0,-14.48,-8.86,-2.99,59.42,9.58
1960-02,17.03,0.02,0.0,-9.03,-2.7,3.51,55.56,9.56
1960-03,52.33,0.47,0.03,-4.02,1.73,7.07,54.49,19.35
1960-04,51.77,0.42,0.03,1.03,6.72,12.02,52.3,25.02
1960-05,95.11,1.0,0.1,6.77,12.16,17.29,55.22,38.0
1960-06,125.88,1.4,0.3,12.33,17.3,22.18,60.62,55.82
1960-07,155.91,1.82,0.23,14.95,19.48,24.06,67.0,63.15
1960-08,137.19,1.44,0.21,13.9,18.6,23.48,67.02,56.03
1960-09,99.86,0.98,0.1,9.38,14.34,19.63,64.78,49.72
1960-10,40.57,0.19,0.01,0.93,6.33,12.07,62.26,21.54
1960-11,32.14,0.18,0.0,-6.44,-1.3,4.3,62.51,17.01
1960-12,12.72,0.0,0.0,-12.31,-7.05,-1.33,60.64,9.01
1961-01,18.17,0.02,0.0,-14.35,-8.68,-2.91,57.89,9.25
1961-02,30.8,0.19,0.0,-11.28,-5.47,0.21,59.85,16.27
1961-03,52.83,0.33,0.03,-4.96,0.68,5.96,58.21,23.89
1961-04,73.73,0.97,0.1,2.34,8.37,14.0,52.68,33.07
1961-05,89.63,0.95,0.15,6.91,12.72,18.17,54.05,40.75
1961-06,120.01,1.35,0.27,12.76,17.98,23.12,58.77,63.9
1961-07,151.78,1.67,0.21,15.3,20.03,24.92,65.91,61.58
1961-08,159.34,1.73,0.24,13.98,18.58,23.36,69.7,63.86
1961-09,108.23,1.17,0.16,9.03,14.15,19.49,65.3,47.68
1961-10,58.31,0.38,0.02,2.19,7.07,12.33,64.13,30.61
1961-11,38.89,0.29,0.01,-5.54,-0.46,4.95,64.92,20.17
1961-12,23.73,0.07,0.0,-12.83,-7.55,-1.92,64.74,12.68
1962-01,15.46,0.02,0.0,-14.7,-9.06,-3.18,62.35,8.62
1962-02,23.86,0.12,0.0,-11.01,-4.84,1.29,60.02,14.43
1962-03,34.88,0.22,0.0,-6.56,-0.11,5.88,52.87,17.36
1962-04,58.36,0.6,0.02,0.97,6.94,12.53,51.94,25.97
1962-05,103.37,1.22,0.2,7.44,12.97,18.24,55.08,40.94
1962-06,138.43,1.75,0.35,11.8,17.01,22.09,60.02,55.75
1962-07,153.52,1.64,0.28,15.19,19.65,24.38,67.81,69.4
1962-08,138.51,1.34,0.17,13.73,18.46,23.48,68.05,55.17
1962-09,89.91,0.79,0.12,9.2,14.12,19.37,66.41,45.73
1962-10,51.37,0.39,0.03,1.48,6.81,12.71,61.86,25.34
1962-11,29.23,0.14,0.01,-7.12,-2.11,3.28,63.16,19.85
1962-12,14.54,0.03,0.0,-11.96,-6.3,-0.2,62.18,8.54
1963-01,5.82,0.0,0.0,-15.35,-9.27,-2.76,52.4,3.47
1963-02,17.03,0.04,0.0,-11.29,-4.83,1.52,54.33,9.06
1963-03,34.03,0.14,0.0,-4.32,1.97,8.0,53.5,16.44
1963-04,62.21,0.52,0.04,1.23,6.94,12.33,54.52,29.35
1963-05,101.57,1.17,0.14,8.19,13.66,18.95,56.8,42.04
1963-06,108.98,1.01,0.1,11.88,17.12,22.22,60.11,49.7
1963-07,176.12,2.09,0.32,14.9,19.39,24.07,67.95,68.35
1963-08,150.93,1.39,0.22,14.35,18.84,23.72,69.82,61.93
1963-09,93.25,0.72,0.06,9.38,14.26,19.44,66.45,42.38
1963-10,47.34,0.3,0.0,0.79,6.37,12.23,62.52,24.13
1963-11,40.86,0.26,0.0,-6.21,-0.74,4.93,66.6,18.43
1963-12,19.04,0.07,0.0,-12.52,-6.78,-0.67,65.66,11.62
1964-01,27.67,0.11,0.0,-13.58,-8.29,-2.86,68.22,13.98
1964-02,28.45,0.12,0.0,-14.05,-8.4,-3.12,65.06,14.0
1964-03,42.07,0.21,0.01,-5.01,1.07,6.66,58.37,20.47
1964-04,90.87,1.08,0.07,3.41,8.73,13.87,60.56,42.22
1964-05,98.39,1.06,0.17,7.58,12.84,17.85,59.81,44.24
1964-06,139.42,1.59,0.35,11.71,16.68,21.61,62.06,64.09
1964-07,156.87,1.75,0.25,14.73,19.26,24.02,67.79,67.39
1964-08,156.16,1.61,0.23,13.95,18.6,23.56,68.93,63.05
1964-09,105.72,0.97,0.11,9.11,13.88,18.97,67.61,44.37
1964-10,67.35,0.51,0.05,2.59,7.52,12.9,62.9,31.76
1964-11,15.85,0.02,0.0,-5.48,-0.08,6.01,57.41,10.13
1964-12,13.1,0.01,0.0,-11.69,-6.4,-0.56,59.4,7.24
1965-01,14.22,0.01,0.0,-12.36,-6.73,-1.01,58.78,7.68
1965-02,28.74,0.12,0.0,-10.79,-5.23,0.12,57.52,14.61
1965-03,37.77,0.21,0.0,-5.83,0.08,5.61,53.53,19.75
1965-04,82.97,0.94,0.11,1.36,7.11,12.48,54.49,32.59
1965-05,84.91,0.8,0.1,7.18,12.98,18.42,55.21,38.66
1965-06,122.24,1.35,0.18,11.74,16.93,21.91,59.2,51.6
1965-07,150.24,1.54,0.24,14.53,19.17,23.8,65.57,61.31
1965-08,131.15,1.41,0.21,13.06,17.85,22.67,64.55,55.26
1965-09,81.28,0.64,0.07,8.56,13.59,18.67,61.28,38.18
1965-10,68.15,0.64,0.05,2.17,7.35,12.63,62.92,34.93
1965-11,33.06,0.24,0.01,-6.38,-1.07,4.22,63.94,19.81
1965-12,25.43,0.16,0.01,-13.61,-8.25,-2.9,60.26,14.63
1966-01,18.89,0.02,0.0,-13.34,-7.73,-2.19,61.4,10.02
1966-02,25.55,0.12,0.0,-10.16,-3.97,1.82,59.77,13.43
1966-03,45.51,0.36,0.02,-4.76,1.18,6.7,56.89,21.62
1966-04,74.94,0.8,0.07,1.14,6.83,12.17,55.57,30.18
1966-05,80.54,0.77,0.04,6.82,12.52,17.89,54.09,38.89
1966-06,130.26,1.54,0.28,11.86,17.13,22.19,59.44,56.79
1966-07,158.54,1.77,0.29,14.67,19.15,23.71,66.83,70.15
1966-08,139.22,1.44,0.18,14.55,18.99,23.53,68.36,57.24
1966-09,63.61,0.4,0.05,8.27,13.41,18.51,61.88,32.51
1966-10,58.34,0.45,0.02,1.04,6.31,11.56,64.41,29.17
1966-11,25.57,0.1,0.01,-7.12,-1.81,3.39,60.98,14.89
1966-12,20.89,0.05,0.0,-12.91,-8.04,-3.07,63.06,10.45
1967-01,16.48,0.07,0.0,-15.28,-9.33,-3.56,58.31,10.84
1967-02,26.46,0.12,0.0,-12.55,-6.31,-0.74,58.24,14.8
1967-03,50.53,0.4,0.07,-5.8,0.58,6.22,55.98,27.55
1967-04,66.2,0.63,0.05,0.97,7.1,12.54,56.25,33.66
1967-05,104.89,1.2,0.14,8.12,13.91,19.24,59.0,43.36
1967-06,119.73,1.32,0.22,11.58,17.12,22.33,60.55,56.25
1967-07,140.39,1.45,0.21,14.78,19.47,24.33,66.98,57.92
1967-08,148.39,1.59,0.24,14.22,18.86,23.8,68.77,59.25
1967-09,95.88,0.91,0.08,8.13,13.34,18.76,63.92,41.09
1967-10,38.36,0.18,0.0,1.16,6.67,12.64,60.98,20.49
1967-11,43.78,0.25,0.01,-8.18,-3.18,2.02,66.22,22.22
1967-12,14.2,0.01,0.0,-14.9,-9.42,-3.57,65.84,6.94
1968-01,22.88,0.07,0.0,-14.67,-9.06,-3.33,64.86,11.43
1968-02,23.4,0.06,0.0,-14.15,-8.32,-2.66,59.92,10.77
1968-03,50.91,0.42,0.03,-4.43,1.49,7.07,57.28,26.07
1968-04,57.12,0.55,0.05,1.03,7.08,12.76,52.08,26.49
1968-05,91.33,1.01,0.08,7.48,13.0,18.22,55.46,37.71
1968-06,128.22,1.46,0.27,12.0,17.16,22.21,60.45,57.82
1968-07,144.39,1.58,0.28,14.45,19.27,24.13,66.19,66.98
1968-08,140.23,1.56,0.2,12.84,17.76,22.73,66.17,58.16
1968-09,86.53,0.65,0.06,8.52,13.61,19.03,63.38,38.52
1968-10,50.77,0.35,0.02,0.78,5.97,11.63,63.68,32.39
1968-11,26.73,0.13,0.0,-5.72,-0.33,5.6,63.14,15.55
1968-12,24.1,0.06,0.0,-10.13,-4.98,0.53,61.55,11.15
1969-01,32.42,0.24,0.02,-14.95,-9.63,-4.27,60.61,15.69
1969-02,24.5,0.08,0.0,-13.64,-8.04,-2.75,59.45,12.86
1969-03,39.91,0.27,0.01,-4.87,1.16,6.85,54.31,18.96
1969-04,69.67,0.66,0.05,1.93,7.74,13.23,52.26,35.69
1969-05,92.22,1.09,0.16,8.1,13.8,19.25,54.82,40.99
1969-06,116.62,1.26,0.19,11.29,16.49,21.5,59.59,48.96
1969-07,159.54,1.7,0.36,14.65,19.23,23.95,67.58,67.88
1969-08,141.24,1.58,0.22,13.34,18.11,23.07,66.68,59.5
1969-09,82.74,0.74,0.11,8.51,13.56,18.91,64.77,42.11
1969-10,47.93,0.36,0.03,2.03,7.46,13.27,62.06,24.75
1969-11,21.18,0.08,0.0,-6.86,-1.56,4.19,58.12,14.36
1969-12,8.78,0.0,0.0,-12.46,-6.96,-0.95,57.81,4.56
1970-01,18.39,0.04,0.0,-14.7,-9.06,-3.3,59.75,8.61
1970-02,26.23,0.08,0.0,-11.22,-5.14,0.74,58.13,14.22
1970-03,45.52,0.32,0.01,-7.7,-2.07,3.1,56.54,19.45
1970-04,67.08,0.75,0.08,0.86,6.84,12.39,53.52,28.81
1970-05,99.66,1.17,0.18,7.69,13.19,18.42,56.38,45.54
1970-06,104.7,1.07,0.13,11.33,16.56,21.57,60.91,48.31
1970-07,161.51,1.74,0.23,14.8,19.29,23.91,68.53,66.04
1970-08,119.62,1.03,0.11,13.78,18.7,23.81,67.44,49.29
1970-09,99.53,0.87,0.09,8.66,13.64,18.9,65.11,44.21
1970-10,44.41,0.36,0.06,0.95,6.59,12.5,59.72,28.34
1970-11,23.8,0.13,0.01,-6.73,-1.34,4.52,58.37,14.49
1970-12,23.41,0.16,0.0,-11.44,-6.33,-0.81,61.28,12.75
1971-01,18.97,0.06,0.0,-14.4,-8.69,-2.7,59.18,11.69
1971-02,27.57,0.08,0.0,-11.89,-6.01,-0.4,60.05,14.48
1971-03,32.31,0.19,0.0,-6.03,0.1,5.8,55.22,18.69
1971-04,59.16,0.48,0.04,2.18,8.05,13.58,52.76,28.82
1971-05,102.76,1.12,0.16,7.06,12.59,17.81,56.96,43.45
1971-06,143.94,1.7,0.25,12.17,17.2,22.14,62.62,59.93
1971-07,130.41,1.29,0.16,14.9,19.61,24.41,66.75,56.3
1971-08,132.71,1.17,0.13,13.5,18.19,23.14,68.33,54.0
1971-09,99.32,0.72,0.07,8.72,13.4,18.39,68.11,43.02
1971-10,48.47,0.42,0.01,0.96,6.46,12.43,61.25,29.94
1971-11,23.62,0.15,0.0,-6.27,-0.68,5.51,63.22,15.81
1971-12,23.28,0.14,0.01,-11.83,-6.3,-0.49,63.17,14.43
1972-01,19.29,0.04,0.0,-12.74,-7.14,-1.52,64.25,13.04
1972-02,35.32,0.2,0.0,-13.47,-7.86,-2.62,62.87,17.53
1972-03,44.58,0.39,0.02,-4.17,1.94,7.66,55.07,20.2
1972-04,63.23,0.56,0.04,1.13,6.99,12.41,53.49,27.24
1972-05,95.38,1.07,0.12,7.79,13.4,18.81,54.64,39.9
1972-06,110.68,1.16,0.16,12.18,17.49,22.68,58.47,48.82
1972-07,132.78,1.34,0.2,14.72,19.32,24.1,66.13,56.27
1972-08,130.27,1.21,0.17,13.56,18.4,23.49,66.46,56.77
1972-09,86.98,0.72,0.05,7.78,12.89,18.25,64.98,41.37
1972-10,64.35,0.61,0.03,0.73,6.28,12.05,61.73,28.9
1972-11,46.25,0.45,0.03,-7.03,-1.62,4.01,65.46,23.32
1972-12,22.84,0.08,0.0,-12.14,-6.91,-1.59,65.53,11.38
1973-01,23.99,0.07,0.0,-13.22,-7.92,-2.55,66.76,11.94
1973-02,32.06,0.16,0.0,-10.29,-4.44,1.09,62.37,14.86
1973-03,45.41,0.29,0.02,-4.61,1.19,6.62,58.08,24.71
1973-04,95.51,1.29,0.21,2.61,8.41,13.83,54.42,38.4
1973-05,119.36,1.51,0.19,7.49,12.7,17.64,57.8,44.45
1973-06,130.17,1.44,0.21,11.94,16.89,21.71,63.38,59.51
1973-07,141.68,1.38,0.16,14.68,19.41,24.25,66.11,56.52
1973-08,133.13,1.28,0.17,13.73,18.51,23.47,67.8,54.74
1973-09,100.54,0.91,0.1,9.09,14.13,19.55,66.7,43.33
1973-10,52.68,0.42,0.06,0.9,6.13,11.68,63.63,31.76
1973-11,22.88,0.14,0.01,-6.38,-0.67,5.5,59.96,12.69
1973-12,9.17,0.01,0.0,-12.46,-6.73,-0.45,57.5,4.44
1974-01,21.81,0.02,0.0,-14.04,-8.45,-2.64,61.29,9.63
1974-02,22.76,0.11,0.0,-12.46,-6.61,-1.04,58.04,11.93
1974-03,40.85,0.26,0.01,-6.21,-0.2,5.28,54.84,17.91
1974-04,65.25,0.73,0.08,2.11,8.35,14.03,52.29,27.5
1974-05,95.3,1.09,0.13,7.95,13.49,18.73,55.09,43.89
1974-06,125.4,1.44,0.21,11.73,16.72,21.51,61.58,51.24
1974-07,150.07,1.54,0.19,14.9,19.41,24.02,67.89,61.75
1974-08,127.62,1.28,0.17,13.43,18.04,22.84,68.86,56.92
1974-09,84.12,0.63,0.06,8.62,13.62,18.85,64.98,38.5
1974-10,50.65,0.33,0.04,1.65,6.86,12.39,59.19,29.73
1974-11,25.31,0.1,0.0,-5.38,-0.05,5.6,59.67,15.62
1974-12,25.72,0.12,0.01,-13.24,-8.46,-3.56,64.99,13.77
1975-01,20.9,0.07,0.0,-13.28,-7.74,-2.19,64.59,11.75
1975-02,27.57,0.16,0.01,-11.2,-5.26,0.37,59.01,15.67
1975-03,42.63,0.29,0.01,-4.4,1.53,7.04,53.78,16.86
1975-04,81.73,1.0,0.14,2.24,7.91,13.19,53.47,34.86
1975-05,99.38,1.17,0.12,6.71,12.27,17.4,55.48,38.86
1975-06,130.97,1.5,0.27,12.41,17.33,22.17,62.77,57.01
1975-07,141.74,1.42,0.17,14.57,19.19,23.84,66.96,57.23
1975-08,124.3,1.07,0.18,14.11,19.05,24.13,66.54,57.56
1975-09,96.63,0.73,0.07,10.05,14.86,20.0,67.68,42.61
1975-10,60.06,0.48,0.05,2.85,7.98,13.53,62.49,30.48
1975-11,28.42,0.08,0.0,-5.68,-0.64,4.82,61.23,15.77
1975-12,20.85,0.13,0.0,-13.5,-8.1,-2.17,59.41,15.6
1976-01,12.06,0.01,0.0,-13.4,-7.6,-1.51,56.64,6.85
1976-02,32.63,0.13,0.0,-9.35,-3.61,1.86,59.78,16.05
1976-03,41.21,0.19,0.0,-6.16,-0.38,4.84,55.29,16.69
1976-04,70.67,0.72,0.08,0.81,6.58,11.85,55.31,32.36
1976-05,91.94,1.04,0.11,7.22,12.78,17.97,54.69,38.78
1976-06,138.07,1.51,0.27,11.58,16.32,20.94,63.81,54.85
1976-07,138.8,1.57,0.23,13.71,18.48,23.24,66.07,65.11
1976-08,132.39,1.31,0.18,12.79,17.53,22.42,67.86,55.69
1976-09,79.86,0.58,0.08,8.29,13.48,18.86,64.61,37.52
1976-10,56.84,0.52,0.02,1.44,6.91,12.73,62.29,25.95
1976-11,25.53,0.1,0.0,-7.58,-2.4,3.04,59.19,14.25
1976-12,16.86,0.01,0.0,-12.6,-7.46,-2.05,60.22,8.92
1977-01,20.59,0.03,0.0,-15.9,-10.73,-5.65,62.45,9.61
1977-02,17.43,0.07,0.0,-12.87,-6.58,-0.62,55.21,9.76
1977-03,37.05,0.23,0.0,-4.9,1.34,7.06,51.16,16.82
1977-04,77.68,0.87,0.08,1.8,7.54,12.84,54.53,32.93
1977-05,95.5,1.13,0.08,6.52,12.14,17.32,57.35,39.18
1977-06,126.69,1.51,0.23,11.89,16.83,21.64,63.03,56.75
1977-07,162.56,1.89,0.26,14.83,19.5,24.18,67.84,63.61
1977-08,112.5,1.03,0.17,13.58,18.43,23.37,66.89,52.65
1977-09,75.63,0.49,0.03,9.28,14.31,19.63,64.49,35.37
1977-10,61.79,0.55,0.03,1.87,7.39,13.1,63.51,31.4
1977-11,23.59,0.09,0.0,-6.44,-0.96,4.77,67.11,13.98
1977-12,26.53,0.1,0.0,-11.45,-6.04,-0.66,67.75,14.98
1978-01,20.14,0.1,0.0,-15.24,-9.58,-3.92,62.76,10.67
1978-02,21.25,0.05,0.0,-12.53,-6.63,-1.09,61.41,13.67
1978-03,48.36,0.33,0.03,-5.43,0.29,5.46,57.87,19.03
1978-04,54.92,0.54,0.05,1.85,8.15,13.9,51.07,24.08
1978-05,103.24,1.27,0.18,7.93,13.51,18.75,54.96,43.68
1978-06,120.23,1.38,0.17,12.71,17.82,22.82,60.8,54.97
1978-07,126.57,1.23,0.13,14.91,19.75,24.66,64.31,55.2
1978-08,120.66,1.2,0.12,13.74,18.68,23.8,65.27,50.59
1978-09,82.71,0.77,0.06,8.69,13.98,19.53,63.06,41.49
1978-10,47.57,0.29,0.03,1.15,6.8,12.72,59.01,25.83
1978-11,31.24,0.17,0.02,-5.47,-0.29,5.18,63.53,15.6
1978-12,12.61,0.01,0.0,-11.14,-5.49,0.49,60.57,7.99
1979-01,21.22,0.05,0.0,-13.12,-7.22,-1.59,58.66,10.57
1979-02,27.8,0.16,0.01,-10.24,-3.82,1.89,57.42,16.94
1979-03,50.75,0.38,0.02,-6.37,-0.1,5.27,55.7,22.92
1979-04,67.91,0.7,0.04,1.03,7.24,12.51,54.53,28.54
1979-05,72.85,0.78,0.09,6.85,12.88,18.23,52.15,32.28
1979-06,130.37,1.53,0.25,11.74,17.33,22.53,59.69,58.5
1979-07,149.62,1.7,0.2,13.82,18.79,23.51,67.74,62.13
1979-08,131.65,1.21,0.12,13.35,18.3,23.15,67.45,54.56
1979-09,92.99,0.79,0.08,7.46,12.74,17.9,65.69,42.07
1979-10,28.99,0.16,0.02,1.13,7.44,13.94,57.04,16.73
1979-11,18.19,0.03,0.0,-7.56,-1.52,4.19,56.38,9.85
1979-12,20.38,0.08,0.0,-10.89,-5.26,0.2,64.12,12.59
1980-01,19.82,0.06,0.0,-14.53,-8.9,-3.3,59.85,9.73
1980-02,25.97,0.13,0.0,-11.81,-6.0,-0.61,57.24,12.71
1980-03,51.54,0.42,0.04,-5.94,-0.09,5.17,56.07,21.37
1980-04,72.68,0.85,0.1,0.94,6.95,12.31,52.86,32.99
1980-05,94.66,1.14,0.16,7.61,13.33,18.7,52.91,39.51
1980-06,119.49,1.26,0.18,12.45,17.49,22.42,61.76,52.82
1980-07,144.05,1.48,0.26,14.69,19.43,24.19,65.92,60.64
