Month,pr,r20mm,r50mm,tasmin,tas,tasmax,hurs,rx5day
2011-12,91.29,0.75,0.02,-0.5,2.17,5.2,69.95,38.32
2012-01,75.56,0.22,0.0,-3.33,-0.57,2.51,68.99,32.47
2012-02,116.71,1.21,0.08,-3.37,-0.44,2.71,69.63,42.68
2012-03,160.68,2.24,0.07,0.8,3.96,7.3,70.02,54.58
2012-04,135.31,1.83,0.09,6.54,9.87,13.63,70.16,68.68
2012-05,131.16,1.29,0.25,11.57,14.79,18.48,73.72,70.73
2012-06,253.68,3.81,1.28,15.65,18.3,21.48,79.57,124.04
2012-07,191.96,2.88,0.36,20.51,22.98,26.04,81.78,87.38
2012-08,131.74,1.39,0.2,22.1,24.83,28.2,79.33,66.94
2012-09,191.97,2.67,0.56,19.38,22.19,25.61,79.09,81.61
2012-10,110.48,1.48,0.06,11.48,14.91,18.69,72.19,61.72
2012-11,153.39,2.06,0.07,5.15,7.93,11.06,73.08,52.16
2012-12,144.18,1.5,0.05,-1.36,1.56,4.6,71.91,61.04
2013-01,88.37,0.88,0.01,-3.53,-0.56,2.7,69.36,40.6
2013-02,104.33,0.62,0.01,-2.54,0.49,3.69,68.67,37.47
2013-03,92.4,0.76,0.01,1.68,5.4,9.46,66.12,42.07
2013-04,153.99,2.0,0.17,5.85,9.26,13.02,66.83,60.4
2013-05,83.74,0.68,0.05,11.1,14.61,18.56,71.16,38.4
2013-06,182.41,2.5,0.86,16.78,19.43,22.63,80.26,91.98
2013-07,182.08,2.29,0.36,21.0,23.52,26.67,80.7,80.03
2013-08,171.96,2.34,0.39,21.95,24.76,28.17,78.74,88.95
2013-09,221.93,3.23,1.07,17.66,20.7,24.13,76.88,137.69
2013-10,261.11,3.72,1.26,12.96,15.77,19.04,76.75,129.98
2013-11,111.5,1.1,0.0,5.15,8.27,11.85,71.74,41.55
2013-12,114.87,1.06,0.02,0.49,3.08,6.01,71.2,46.22
2014-01,81.15,0.45,0.0,-2.88,0.32,3.87,68.02,32.36
2014-02,120.0,1.38,0.29,-2.22,0.75,3.94,70.16,58.6
2014-03,160.29,2.15,0.24,1.32,4.57,8.03,68.37,59.11
2014-04,96.43,1.1,0.16,5.88,9.84,14.02,63.54,53.46
2014-05,112.36,1.74,0.08,11.63,15.38,19.51,68.48,54.05
2014-06,182.26,2.38,0.53,16.81,19.43,22.63,80.15,88.64
2014-07,183.67,2.64,0.45,20.49,23.09,26.24,80.43,87.93
2014-08,299.93,4.37,0.98,21.0,23.31,26.2,83.64,129.1
2014-09,109.05,1.38,0.13,16.26,19.47,23.12,75.55,50.97
2014-10,200.46,2.76,1.02,11.35,14.5,18.22,73.91,92.23
2014-11,107.12,1.09,0.03,6.5,9.46,12.88,73.73,49.98
2014-12,138.53,1.28,0.07,-1.29,1.63,4.65,72.12,52.63
2015-01,120.65,1.04,0.02,-1.32,1.38,4.32,71.8,39.4
2015-02,86.57,0.58,0.0,-0.85,1.94,4.96,69.99,47.08
2015-03,136.22,1.86,0.19,2.71,5.84,9.34,69.32,58.45
2015-04,149.85,2.01,0.12,7.72,11.22,15.01,71.43,59.05
2015-05,106.58,1.58,0.07,12.58,16.55,20.83,66.76,59.25
2015-06,246.61,3.85,0.89,15.88,18.55,21.71,79.96,85.28
2015-07,222.02,3.11,0.68,20.47,22.96,25.95,81.76,102.77
2015-08,197.57,2.86,0.56,20.94,23.56,26.73,80.42,88.94
2015-09,220.14,3.61,0.69,16.69,19.49,22.82,79.33,111.9
2015-10,82.8,0.95,0.16,10.35,14.0,18.18,69.0,50.32
2015-11,168.0,2.38,0.18,7.5,10.16,13.27,78.22,71.1
2015-12,125.17,1.24,0.35,1.97,4.88,8.07,72.98,57.14
2016-01,118.44,1.64,0.13,-1.75,1.09,4.18,71.34,53.85
2016-02,107.6,1.15,0.12,-1.35,1.87,5.26,68.88,44.9
2016-03,91.69,0.98,0.07,2.28,5.77,9.49,67.15,40.23
2016-04,161.71,2.58,0.15,7.86,11.26,15.03,70.17,64.63
2016-05,150.14,2.47,0.29,12.91,16.6,20.59,70.12,61.28
2016-06,242.88,3.95,0.66,16.31,18.92,21.89,80.72,97.84
2016-07,196.14,2.61,0.69,20.36,22.87,25.91,81.75,107.7
2016-08,208.53,3.01,0.94,21.89,24.75,28.19,78.9,102.66
2016-09,266.07,4.4,0.72,18.97,21.3,24.22,83.39,120.55
2016-10,132.51,1.69,0.1,12.13,15.09,18.6,73.9,51.21
2016-11,116.29,1.2,0.02,4.74,7.8,11.2,74.71,41.59
2016-12,133.42,1.72,0.12,0.89,4.01,7.49,73.35,55.11
2017-01,86.18,0.57,0.01,-2.41,0.69,4.1,70.49,34.73
2017-02,92.77,0.64,0.0,-1.76,1.55,4.99,68.19,37.58
2017-03,88.89,0.53,0.0,1.04,4.23,7.76,67.35,30.44
2017-04,142.95,1.98,0.24,7.17,10.68,14.62,67.67,62.24
2017-05,102.19,1.09,0.2,12.52,16.18,20.18,70.82,60.04
2017-06,169.22,2.52,0.46,14.91,18.06,21.56,76.06,86.19
2017-07,193.79,2.68,0.34,21.58,24.19,27.37,81.82,88.01
2017-08,172.98,2.01,0.43,21.25,23.73,26.78,81.07,82.79
2017-09,192.95,3.14,0.51,16.54,19.69,23.37,77.24,86.1
2017-10,319.02,5.2,1.53,11.67,14.3,17.34,79.21,153.45
2017-11,103.93,0.76,0.03,4.66,7.89,11.53,73.28,37.42
2017-12,88.26,0.47,0.0,-0.9,1.91,5.08,71.11,32.25
2018-01,108.67,0.71,0.0,-2.56,0.31,3.4,71.48,36.82
2018-02,88.29,0.78,0.02,-3.12,0.12,3.57,68.45,40.05
2018-03,147.0,2.69,0.27,2.63,6.44,10.52,68.32,73.67
2018-04,125.35,1.87,0.37,7.92,11.68,15.77,68.25,56.61
2018-05,188.63,2.99,0.35,12.3,15.63,19.37,73.04,80.13
2018-06,191.23,2.82,0.56,16.36,19.17,22.41,79.03,98.49
2018-07,252.42,3.46,1.44,21.54,24.28,27.51,80.73,180.84
2018-08,195.92,2.77,0.55,21.48,24.25,27.66,78.64,91.34
2018-09,312.49,5.04,1.28,17.66,20.22,23.3,81.61,124.43
2018-10,98.68,0.84,0.03,11.76,15.0,18.82,74.84,90.28
2018-11,67.84,0.35,0.02,6.44,9.61,13.32,74.2,32.66
2018-12,114.08,0.79,0.02,1.04,3.78,6.74,74.21,42.88
2019-01,71.53,0.14,0.0,-1.95,1.17,4.43,69.38,23.88
2019-02,77.97,0.55,0.0,-0.78,2.39,5.77,69.54,33.96
2019-03,120.89,1.21,0.02,2.22,5.68,9.39,67.72,50.75
2019-04,114.63,1.24,0.02,6.3,9.9,13.84,66.7,42.46
2019-05,101.72,1.32,0.24,12.21,16.39,20.77,65.53,51.94
2019-06,208.41,3.25,0.51,16.05,18.86,22.06,79.77,95.37
2019-07,242.85,3.18,0.97,20.22,22.4,25.17,84.87,114.22
2019-08,240.66,3.52,0.85,21.93,24.48,27.62,81.82,103.09
2019-09,119.11,1.34,0.19,18.77,21.7,25.24,77.83,56.26
2019-10,262.16,3.87,1.19,13.2,16.08,19.52,78.16,127.61
2019-11,71.96,0.38,0.04,5.53,8.75,12.6,71.61,38.35
2019-12,105.1,0.84,0.01,1.17,4.19,7.55,74.28,40.84
2020-01,116.93,1.41,0.1,-0.08,2.84,5.97,73.83,55.54
2020-02,94.82,0.8,0.0,-0.5,2.83,6.35,70.76,43.92
2020-03,147.06,1.91,0.17,3.26,6.63,10.26,69.6,64.66
2020-04,137.02,1.94,0.27,5.35,8.98,12.9,66.24,61.21
2020-05,119.79,1.36,0.17,12.48,15.9,19.71,73.44,64.14
2020-06,255.59,4.29,0.96,17.38,20.17,23.42,80.05,107.74
2020-07,422.96,7.14,2.05,19.78,21.82,24.38,87.25,169.95
2020-08,113.21,1.22,0.15,22.46,25.42,29.02,79.36,52.76
2020-09,198.02,2.57,0.53,18.82,21.34,24.53,80.68,79.45
2020-10,145.14,2.1,0.57,11.51,14.55,18.19,75.15,83.48
2020-11,88.74,0.72,0.05,6.66,9.81,13.52,73.24,37.19
2020-12,78.96,0.37,0.01,-0.02,2.76,6.06,71.61,39.67
2021-01,96.25,0.55,0.0,-2.77,0.33,3.74,72.31,44.04
2021-02,108.76,1.46,0.18,-0.53,2.89,6.59,68.18,57.97
2021-03,140.11,2.23,0.14,3.95,7.53,11.44,70.24,52.34
2021-04,143.55,2.28,0.29,6.86,10.68,14.81,65.66,74.03
2021-05,207.56,3.05,0.57,12.34,15.44,18.92,76.16,95.65
2021-06,168.71,2.31,0.35,16.78,19.75,23.19,78.71,92.72
2021-07,195.75,2.4,0.46,21.27,23.91,27.12,82.53,107.3
2021-08,356.17,5.02,2.03,21.37,23.83,26.87,82.98,188.25
2021-09,186.53,3.06,0.41,17.69,20.46,23.77,80.18,85.35
2021-10,110.52,1.48,0.07,12.0,15.29,19.12,76.2,53.85
2021-11,149.19,2.6,0.25,6.35,9.57,13.36,73.82,58.55
2021-12,99.59,0.93,0.02,0.44,3.42,6.86,73.19,49.65
2022-01,82.98,0.46,0.03,-2.45,0.45,3.63,71.23,38.38
2022-02,74.03,0.24,0.0,-2.29,0.63,3.91,69.03,31.33
2022-03,116.92,1.39,0.1,2.9,6.23,9.92,70.36,55.07
2022-04,137.93,2.27,0.19,7.99,11.71,15.87,68.91,66.94
2022-05,127.42,1.71,0.22,12.03,15.69,19.65,71.13,62.96
2022-06,180.72,2.65,0.53,16.81,19.55,22.78,80.11,78.79
2022-07,230.97,3.3,0.61,21.6,24.04,27.09,83.17,102.87
2022-08,244.62,3.53,0.73,21.99,24.51,27.65,81.68,98.27
2022-09,195.88,2.95,0.83,18.86,21.7,25.12,79.87,114.52
2022-10,99.97,1.27,0.07,11.35,14.59,18.45,75.11,54.48
2022-11,108.83,1.19,0.05,7.13,10.53,14.53,74.83,47.49
2022-12,106.47,0.68,0.1,0.01,2.68,5.74,73.1,45.0
2023-01,82.22,0.45,0.05,-2.45,0.63,4.04,71.91,34.05
2023-02,83.73,0.69,0.03,-1.35,2.0,5.49,71.13,37.47
2023-03,104.91,1.3,0.01,4.22,8.04,12.25,69.52,49.85
2023-04,151.72,2.33,0.27,8.04,11.68,15.67,67.13,60.19
2023-05,179.89,3.12,0.63,11.99,15.59,19.56,72.54,119.71
2023-06,277.54,3.76,1.23,17.25,20.05,23.28,80.97,124.93
2023-07,173.16,2.01,0.54,21.91,24.66,27.93,80.8,108.38
2023-08,184.47,2.01,0.48,23.74,26.34,29.68,80.84,93.42
2023-09,152.33,1.72,0.15,20.52,23.27,26.7,80.61,64.97
2023-10,103.76,1.33,0.08,11.47,14.98,19.19,73.19,44.72
2023-11,125.99,1.84,0.07,6.62,9.88,13.72,73.96,50.52
2023-12,99.41,0.79,0.01,1.04,4.08,7.51,73.66,42.58
