Month,rx1day,rx5day,pr,tasmin,tas,tasmax,r20mm,cdd
1950-01,4.73,9.29,16.36,-12.1,-6.42,-0.69,0.04,19.85
1950-02,6.81,13.21,23.37,-11.77,-5.96,-0.46,0.1,19.34
1950-03,9.62,19.7,43.86,-3.97,1.7,7.01,0.25,19.89
1950-04,15.43,31.72,65.52,1.36,7.07,12.39,0.64,13.87
1950-05,23.23,45.66,115.25,8.12,13.6,18.75,1.42,11.98
1950-06,27.76,60.77,148.72,12.04,16.83,21.45,1.7,9.42
1950-07,29.33,64.39,150.72,15.27,19.83,24.37,1.58,8.69
1950-08,25.34,54.0,143.27,13.73,18.3,22.87,1.4,8.66
1950-09,21.27,43.8,106.5,9.19,13.78,18.49,1.0,9.52
1950-10,11.78,26.33,55.19,3.5,8.21,13.21,0.33,13.54
1950-11,7.75,14.67,25.99,-5.4,-0.59,4.45,0.1,18.75
1950-12,4.67,8.36,15.63,-12.39,-7.27,-1.96,0.03,21.71
1951-01,4.78,11.67,19.13,-14.61,-9.22,-3.76,0.03,18.66
1951-02,7.14,14.35,31.89,-11.63,-5.76,-0.32,0.1,18.67
1951-03,9.21,21.65,52.37,-6.59,-0.77,4.52,0.45,17.03
1951-04,14.31,33.13,90.16,-0.01,5.64,10.77,1.03,12.08
1951-05,20.49,40.47,93.32,7.83,13.61,18.97,1.05,12.12
1951-06,27.47,61.51,139.68,12.49,17.25,21.99,1.56,9.84
1951-07,27.04,65.57,161.79,14.74,18.96,23.33,1.6,7.83
1951-08,27.41,54.89,134.53,14.76,19.24,23.86,1.31,8.76
1951-09,24.65,52.94,105.9,8.9,13.59,18.33,1.01,9.52
1951-10,16.96,37.6,70.47,3.93,8.71,13.66,0.57,11.67
1951-11,11.44,22.53,45.81,-4.89,-0.02,4.96,0.38,16.28
1951-12,6.66,15.05,22.75,-9.74,-4.53,0.95,0.11,22.89
1952-01,5.43,12.04,23.5,-13.12,-7.43,-1.89,0.12,20.47
1952-02,8.64,18.95,39.81,-11.87,-6.32,-1.14,0.25,19.37
1952-03,12.28,23.58,62.45,-5.57,0.16,5.29,0.5,13.61
1952-04,16.89,33.59,74.82,2.24,8.13,13.63,0.75,12.55
1952-05,20.47,45.24,115.98,8.73,13.91,18.94,1.28,10.11
1952-06,26.05,57.46,122.77,12.94,17.82,22.63,1.29,10.58
1952-07,32.08,69.7,158.76,15.46,19.69,24.04,1.6,8.42
1952-08,27.85,58.23,147.44,13.68,18.05,22.52,1.41,7.82
1952-09,26.32,49.87,116.49,9.67,14.31,19.09,1.19,8.9
1952-10,14.83,27.4,58.78,1.58,6.54,11.59,0.47,13.08
1952-11,6.27,15.6,29.37,-5.29,-0.44,4.5,0.1,19.92
1952-12,5.38,11.02,18.5,-14.0,-8.76,-3.45,0.07,23.22
1953-01,9.56,16.54,35.48,-14.85,-9.3,-3.98,0.24,16.91
1953-02,6.69,15.14,31.0,-11.07,-5.14,0.36,0.11,16.97
1953-03,11.18,21.47,56.12,-3.62,2.09,7.46,0.39,14.01
1953-04,11.53,25.38,66.91,1.28,6.65,11.67,0.47,12.66
1953-05,23.12,43.98,113.37,8.74,13.99,19.06,1.19,10.19
1953-06,25.55,55.68,123.74,13.47,18.28,23.03,1.23,10.23
1953-07,25.57,55.43,129.47,15.96,20.44,24.95,1.26,10.12
1953-08,28.43,59.26,126.51,15.07,19.32,23.83,1.1,8.67
1953-09,21.21,41.07,97.17,9.97,14.54,19.34,0.79,9.64
1953-10,13.63,27.98,61.25,3.68,8.41,13.34,0.38,12.8
1953-11,8.17,17.23,28.55,-5.43,-0.6,4.29,0.13,17.34
1953-12,7.25,15.66,24.05,-11.17,-6.06,-0.83,0.15,20.9
1954-01,6.55,14.0,29.89,-13.84,-8.59,-3.34,0.14,16.53
1954-02,8.47,16.62,31.51,-10.47,-4.72,0.73,0.17,19.96
1954-03,10.19,18.24,39.25,-6.81,-0.89,4.56,0.18,14.8
1954-04,15.76,32.2,81.28,2.32,7.82,13.02,0.84,11.73
1954-05,23.46,46.71,116.94,6.83,12.22,17.32,1.35,10.3
1954-06,28.75,65.91,158.84,12.13,16.78,21.4,1.84,8.9
1954-07,29.33,64.23,168.2,14.82,19.15,23.55,1.79,9.21
1954-08,31.49,63.34,157.04,14.38,18.67,23.15,1.67,7.98
1954-09,19.38,40.6,90.28,10.11,14.79,19.68,0.73,9.71
1954-10,11.7,26.38,49.57,1.74,6.76,11.92,0.31,15.25
1954-11,7.84,14.53,27.3,-4.98,0.11,5.43,0.13,19.24
1954-12,5.14,11.87,24.12,-14.9,-10.0,-4.96,0.04,20.64
1955-01,3.68,8.0,14.72,-16.42,-10.67,-5.08,0.02,21.0
1955-02,6.13,12.27,29.74,-11.7,-5.54,0.17,0.16,18.03
1955-03,9.84,23.11,51.64,-5.34,0.5,5.94,0.38,16.77
1955-04,12.98,28.61,54.32,-0.04,5.48,10.68,0.28,13.04
1955-05,19.06,39.63,100.74,6.79,12.26,17.43,1.13,11.03
1955-06,26.8,64.67,139.15,12.44,17.28,22.03,1.48,9.81
1955-07,28.85,64.18,156.38,14.82,19.18,23.6,1.66,8.3
1955-08,25.86,57.89,131.69,14.18,18.65,23.26,1.2,8.59
1955-09,21.63,42.56,98.57,10.27,14.82,19.6,0.87,8.86
1955-10,10.87,22.53,43.85,2.31,7.26,12.47,0.23,17.04
1955-11,8.74,16.55,26.28,-6.28,-0.88,4.69,0.24,19.57
1955-12,4.88,8.82,15.05,-10.07,-4.49,1.23,0.02,24.99
1956-01,5.77,11.84,19.32,-15.41,-9.94,-4.47,0.06,18.54
1956-02,5.55,10.89,24.57,-11.75,-5.81,-0.17,0.07,21.02
1956-03,10.87,22.01,52.17,-5.33,0.49,5.79,0.41,16.74
1956-04,17.09,33.67,65.42,1.86,7.76,13.24,0.69,13.6
1956-05,21.76,48.45,117.98,7.29,12.76,17.92,1.49,10.57
1956-06,31.75,66.2,152.83,12.39,17.14,21.87,1.87,9.44
1956-07,23.03,50.11,116.86,14.66,19.52,24.24,1.08,9.7
1956-08,24.92,52.98,127.52,13.42,18.12,22.94,1.25,9.49
1956-09,19.56,37.28,76.71,8.75,14.2,19.85,0.65,12.09
1956-10,12.02,23.94,41.5,0.39,6.03,11.82,0.26,17.12
1956-11,5.36,9.77,17.32,-8.79,-3.04,2.95,0.05,20.6
1956-12,3.93,7.37,13.41,-14.54,-8.96,-3.33,0.04,25.73
1957-01,6.16,11.79,22.53,-14.71,-9.12,-3.71,0.07,17.34
1957-02,5.87,13.23,24.45,-14.62,-8.78,-3.51,0.11,18.12
1957-03,8.8,16.07,36.81,-6.85,-0.57,5.12,0.21,17.74
1957-04,16.31,31.13,68.72,1.12,6.8,12.08,0.72,14.98
1957-05,19.05,39.89,98.0,6.05,11.55,16.69,1.09,11.19
1957-06,23.19,50.62,123.96,11.53,16.5,21.31,1.43,10.41
1957-07,30.33,65.5,160.67,14.57,19.11,23.71,1.78,9.5
1957-08,26.52,56.17,123.0,13.36,18.1,22.97,1.17,9.56
1957-09,16.09,34.46,78.08,8.04,12.95,18.1,0.53,11.83
1957-10,12.84,23.15,41.83,0.43,6.17,12.17,0.31,17.87
1957-11,7.37,14.46,26.91,-5.39,0.18,6.06,0.09,19.38
1957-12,5.82,10.89,19.87,-11.17,-5.71,-0.06,0.06,20.14
1958-01,7.69,14.18,25.35,-14.52,-8.95,-3.56,0.09,15.44
1958-02,5.97,13.11,23.28,-12.14,-5.9,0.15,0.08,19.8
1958-03,9.67,18.58,40.78,-5.03,1.16,6.77,0.27,17.94
1958-04,17.27,31.55,68.17,2.48,8.39,13.85,0.73,13.88
1958-05,19.47,43.06,91.68,6.89,12.22,17.23,0.95,11.06
1958-06,26.21,54.53,115.76,12.05,17.13,22.08,1.19,10.57
1958-07,33.37,70.35,159.73,15.3,19.93,24.67,1.91,9.05
1958-08,30.5,61.17,145.44,13.18,17.54,22.11,1.54,8.32
1958-09,20.15,41.05,87.11,9.06,14.16,19.52,0.77,10.31
1958-10,14.06,27.52,49.01,1.21,6.43,11.96,0.32,14.12
1958-11,5.41,10.52,17.17,-5.25,-0.04,5.78,0.06,22.41
1958-12,4.62,7.79,13.66,-9.93,-4.45,1.41,0.01,25.26
1959-01,5.05,10.56,18.37,-14.05,-8.54,-3.09,0.05,20.09
1959-02,8.36,20.05,42.94,-10.83,-5.24,-0.02,0.36,16.86
1959-03,10.14,19.44,41.23,-4.38,1.55,7.05,0.31,16.7
1959-04,14.6,29.05,58.26,2.3,8.19,13.69,0.59,13.63
1959-05,18.53,38.26,93.9,6.73,12.08,17.16,1.04,12.82
1959-06,25.7,55.34,131.86,11.76,16.67,21.53,1.66,10.65
1959-07,26.91,56.36,127.42,14.95,19.64,24.46,1.38,9.78
1959-08,27.79,57.24,133.61,14.06,18.71,23.67,1.45,9.5
1959-09,20.21,41.35,81.73,8.75,14.02,19.55,0.86,11.87
1959-10,13.23,24.88,44.75,2.55,8.13,14.15,0.36,15.87
1959-11,7.25,16.04,25.24,-6.89,-1.62,3.88,0.12,18.27
1959-12,5.11,9.94,19.99,-11.52,-6.45,-1.13,0.02,21.2
1960-01,4.43,9.58,17.64,-14.48,-8.86,-2.99,0.02,18.63
1960-02,4.37,9.56,17.03,-9.03,-2.7,3.51,0.02,22.54
1960-03,11.56,19.35,52.33,-4.02,1.73,7.07,0.47,17.99
1960-04,12.18,25.02,51.77,1.03,6.72,12.02,0.42,13.72
1960-05,19.01,38.0,95.11,6.77,12.16,17.29,1.0,11.99
1960-06,26.65,55.82,125.88,12.33,17.3,22.18,1.4,10.12
1960-07,29.24,63.15,155.91,14.95,19.48,24.06,1.82,8.56
1960-08,27.65,56.03,137.19,13.9,18.6,23.48,1.44,8.67
1960-09,22.01,49.72,99.86,9.38,14.34,19.63,0.98,11.48
1960-10,10.35,21.54,40.57,0.93,6.33,12.07,0.19,13.71
1960-11,8.76,17.01,32.14,-6.44,-1.3,4.3,0.18,17.46
1960-12,3.71,9.01,12.72,-12.31,-7.05,-1.33,0.0,21.86
1961-01,4.69,9.25,18.17,-14.35,-8.68,-2.91,0.02,18.83
1961-02,6.89,16.27,30.8,-11.28,-5.47,0.21,0.19,17.88
1961-03,11.14,23.89,52.83,-4.96,0.68,5.96,0.33,15.41
1961-04,15.86,33.07,73.73,2.34,8.37,14.0,0.97,15.81
1961-05,20.22,40.75,89.63,6.91,12.72,18.17,0.95,10.94
1961-06,27.78,63.9,120.01,12.76,17.98,23.12,1.35,11.32
1961-07,29.41,61.58,151.78,15.3,20.03,24.92,1.67,8.51
1961-08,31.8,63.86,159.34,13.98,18.58,23.36,1.73,7.36
1961-09,25.84,47.68,108.23,9.03,14.15,19.49,1.17,9.29
1961-10,13.57,30.61,58.31,2.19,7.07,12.33,0.38,13.44
1961-11,11.24,20.17,38.89,-5.54,-0.46,4.95,0.29,15.96
1961-12,5.97,12.68,23.73,-12.83,-7.55,-1.92,0.07,20.43
1962-01,4.37,8.62,15.46,-14.7,-9.06,-3.18,0.02,19.56
1962-02,7.84,14.43,23.86,-11.01,-4.84,1.29,0.12,21.53
1962-03,8.93,17.36,34.88,-6.56,-0.11,5.88,0.22,18.28
1962-04,12.6,25.97,58.36,0.97,6.94,12.53,0.6,14.9
1962-05,18.79,40.94,103.37,7.44,12.97,18.24,1.22,12.51
1962-06,26.06,55.75,138.43,11.8,17.01,22.09,1.75,10.68
1962-07,31.94,69.4,153.52,15.19,19.65,24.38,1.64,9.12
1962-08,26.52,55.17,138.51,13.73,18.46,23.48,1.34,8.63
1962-09,22.62,45.73,89.91,9.2,14.12,19.37,0.79,10.39
1962-10,13.51,25.34,51.37,1.48,6.81,12.71,0.39,15.79
1962-11,8.44,19.85,29.23,-7.12,-2.11,3.28,0.14,18.38
1962-12,4.37,8.54,14.54,-11.96,-6.3,-0.2,0.03,23.32
1963-01,1.78,3.47,5.82,-15.35,-9.27,-2.76,0.0,24.78
1963-02,5.01,9.06,17.03,-11.29,-4.83,1.52,0.04,24.16
1963-03,8.55,16.44,34.03,-4.32,1.97,8.0,0.14,19.51
1963-04,13.57,29.35,62.21,1.23,6.94,12.33,0.52,13.69
1963-05,21.18,42.04,101.57,8.19,13.66,18.95,1.17,10.33
1963-06,21.96,49.7,108.98,11.88,17.12,22.22,1.01,9.37
1963-07,33.72,68.35,176.12,14.9,19.39,24.07,2.09,7.16
1963-08,27.58,61.93,150.93,14.35,18.84,23.72,1.39,6.87
1963-09,19.78,42.38,93.25,9.38,14.26,19.44,0.72,9.13
1963-10,10.98,24.13,47.34,0.79,6.37,12.23,0.3,14.67
1963-11,9.65,18.43,40.86,-6.21,-0.74,4.93,0.26,16.0
1963-12,6.02,11.62,19.04,-12.52,-6.78,-0.67,0.07,20.71
1964-01,6.82,13.98,27.67,-13.58,-8.29,-2.86,0.11,15.97
1964-02,6.68,14.0,28.45,-14.05,-8.4,-3.12,0.12,18.74
1964-03,10.14,20.47,42.07,-5.01,1.07,6.66,0.21,15.97
1964-04,18.69,42.22,90.87,3.41,8.73,13.87,1.08,10.79
1964-05,23.23,44.24,98.39,7.58,12.84,17.85,1.06,10.35
1964-06,26.75,64.09,139.42,11.71,16.68,21.61,1.59,9.44
1964-07,31.14,67.39,156.87,14.73,19.26,24.02,1.75,8.86
1964-08,30.27,63.05,156.16,13.95,18.6,23.56,1.61,7.5
1964-09,21.84,44.37,105.72,9.11,13.88,18.97,0.97,8.87
1964-10,15.86,31.76,67.35,2.59,7.52,12.9,0.51,13.38
1964-11,4.63,10.13,15.85,-5.48,-0.08,6.01,0.02,21.44
1964-12,3.72,7.24,13.1,-11.69,-6.4,-0.56,0.01,23.29
1965-01,3.87,7.68,14.22,-12.36,-6.73,-1.01,0.01,22.97
1965-02,6.8,14.61,28.74,-10.79,-5.23,0.12,0.12,19.55
1965-03,8.16,19.75,37.77,-5.83,0.08,5.61,0.21,19.12
1965-04,17.08,32.59,82.97,1.36,7.11,12.48,0.94,14.44
1965-05,18.45,38.66,84.91,7.18,12.98,18.42,0.8,11.53
1965-06,23.84,51.6,122.24,11.74,16.93,21.91,1.35,10.19
1965-07,29.61,61.31,150.24,14.53,19.17,23.8,1.54,8.52
1965-08,26.38,55.26,131.15,13.06,17.85,22.67,1.41,9.74
1965-09,18.34,38.18,81.28,8.56,13.59,18.67,0.64,11.96
1965-10,16.19,34.93,68.15,2.17,7.35,12.63,0.64,14.96
1965-11,9.97,19.81,33.06,-6.38,-1.07,4.22,0.24,15.89
1965-12,6.89,14.63,25.43,-13.61,-8.25,-2.9,0.16,21.08
1966-01,4.93,10.02,18.89,-13.34,-7.73,-2.19,0.02,18.47
1966-02,6.79,13.43,25.55,-10.16,-3.97,1.82,0.12,17.66
1966-03,11.51,21.62,45.51,-4.76,1.18,6.7,0.36,15.57
1966-04,15.7,30.18,74.94,1.14,6.83,12.17,0.8,12.82
1966-05,16.85,38.89,80.54,6.82,12.52,17.89,0.77,13.0
1966-06,25.64,56.79,130.26,11.86,17.13,22.19,1.54,11.05
1966-07,32.31,70.15,158.54,14.67,19.15,23.71,1.77,8.77
1966-08,27.78,57.24,139.22,14.55,18.99,23.53,1.44,8.99
1966-09,15.8,32.51,63.61,8.27,13.41,18.51,0.4,12.86
1966-10,14.75,29.17,58.34,1.04,6.31,11.56,0.45,14.39
1966-11,7.96,14.89,25.57,-7.12,-1.81,3.39,0.1,17.32
1966-12,4.64,10.45,20.89,-12.91,-8.04,-3.07,0.05,23.15
1967-01,5.65,10.84,16.48,-15.28,-9.33,-3.56,0.07,22.23
1967-02,7.27,14.8,26.46,-12.55,-6.31,-0.74,0.12,17.24
1967-03,13.26,27.55,50.53,-5.8,0.58,6.22,0.4,16.74
1967-04,15.38,33.66,66.2,0.97,7.1,12.54,0.63,12.18
1967-05,20.07,43.36,104.89,8.12,13.91,19.24,1.2,10.84
1967-06,25.54,56.25,119.73,11.58,17.12,22.33,1.32,10.31
1967-07,29.17,57.92,140.39,14.78,19.47,24.33,1.45,8.07
1967-08,27.89,59.25,148.39,14.22,18.86,23.8,1.59,7.9
1967-09,19.83,41.09,95.88,8.13,13.34,18.76,0.91,9.98
1967-10,9.81,20.49,38.36,1.16,6.67,12.64,0.18,15.26
1967-11,9.51,22.22,43.78,-8.18,-3.18,2.02,0.25,15.52
1967-12,3.46,6.94,14.2,-14.9,-9.42,-3.57,0.01,22.94
1968-01,5.55,11.43,22.88,-14.67,-9.06,-3.33,0.07,17.44
1968-02,5.6,10.77,23.4,-14.15,-8.32,-2.66,0.06,19.71
1968-03,11.24,26.07,50.91,-4.43,1.49,7.07,0.42,17.3
1968-04,14.4,26.49,57.12,1.03,7.08,12.76,0.55,13.16
1968-05,17.76,37.71,91.33,7.48,13.0,18.22,1.01,13.76
1968-06,24.09,57.82,128.22,12.0,17.16,22.21,1.46,11.16
1968-07,31.07,66.98,144.39,14.45,19.27,24.13,1.58,8.73
1968-08,28.89,58.16,140.23,12.84,17.76,22.73,1.56,8.94
1968-09,17.84,38.52,86.53,8.52,13.61,19.03,0.65,10.53
1968-10,13.81,32.39,50.77,0.78,5.97,11.63,0.35,15.36
1968-11,8.27,15.55,26.73,-5.72,-0.33,5.6,0.13,18.74
1968-12,5.51,11.15,24.1,-10.13,-4.98,0.53,0.06,21.38
1969-01,8.49,15.69,32.42,-14.95,-9.63,-4.27,0.24,16.91
1969-02,5.02,12.86,24.5,-13.64,-8.04,-2.75,0.08,18.32
1969-03,9.77,18.96,39.91,-4.87,1.16,6.85,0.27,18.7
1969-04,16.97,35.69,69.67,1.93,7.74,13.23,0.66,13.42
1969-05,20.62,40.99,92.22,8.1,13.8,19.25,1.09,11.5
1969-06,23.22,48.96,116.62,11.29,16.49,21.5,1.26,9.76
1969-07,32.99,67.88,159.54,14.65,19.23,23.95,1.7,7.96
1969-08,29.71,59.5,141.24,13.34,18.11,23.07,1.58,8.86
1969-09,20.73,42.11,82.74,8.51,13.56,18.91,0.74,11.35
1969-10,12.68,24.75,47.93,2.03,7.46,13.27,0.36,14.34
1969-11,7.09,14.36,21.18,-6.86,-1.56,4.19,0.08,18.46
1969-12,2.73,4.56,8.78,-12.46,-6.96,-0.95,0.0,23.93
1970-01,4.55,8.61,18.39,-14.7,-9.06,-3.3,0.04,19.48
1970-02,6.04,14.22,26.23,-11.22,-5.14,0.74,0.08,18.62
1970-03,8.52,19.45,45.52,-7.7,-2.07,3.1,0.32,15.95
1970-04,15.58,28.81,67.08,0.86,6.84,12.39,0.75,13.39
1970-05,22.53,45.54,99.66,7.69,13.19,18.42,1.17,11.62
1970-06,20.94,48.31,104.7,11.33,16.56,21.57,1.07,9.88
1970-07,29.84,66.04,161.51,14.8,19.29,23.91,1.74,8.38
1970-08,25.44,49.29,119.62,13.78,18.7,23.81,1.03,8.3
1970-09,22.0,44.21,99.53,8.66,13.64,18.9,0.87,9.3
1970-10,15.55,28.34,44.41,0.95,6.59,12.5,0.36,15.5
1970-11,7.14,14.49,23.8,-6.73,-1.34,4.52,0.13,20.84
1970-12,6.75,12.75,23.41,-11.44,-6.33,-0.81,0.16,21.58
1971-01,5.96,11.69,18.97,-14.4,-8.69,-2.7,0.06,19.06
1971-02,6.59,14.48,27.57,-11.89,-6.01,-0.4,0.08,19.94
1971-03,8.98,18.69,32.31,-6.03,0.1,5.8,0.19,16.36
1971-04,12.85,28.82,59.16,2.18,8.05,13.58,0.48,14.49
1971-05,21.88,43.45,102.76,7.06,12.59,17.81,1.12,10.56
1971-06,28.12,59.93,143.94,12.17,17.2,22.14,1.7,8.77
1971-07,29.46,56.3,130.41,14.9,19.61,24.41,1.29,8.09
1971-08,24.44,54.0,132.71,13.5,18.19,23.14,1.17,8.36
1971-09,19.94,43.02,99.32,8.72,13.4,18.39,0.72,8.75
1971-10,14.18,29.94,48.47,0.96,6.46,12.43,0.42,14.91
1971-11,8.72,15.81,23.62,-6.27,-0.68,5.51,0.15,19.87
1971-12,6.71,14.43,23.28,-11.83,-6.3,-0.49,0.14,21.95
1972-01,5.32,13.04,19.29,-12.74,-7.14,-1.52,0.04,17.94
1972-02,6.96,17.53,35.32,-13.47,-7.86,-2.62,0.2,15.51
1972-03,10.77,20.2,44.58,-4.17,1.94,7.66,0.39,17.75
1972-04,13.45,27.24,63.23,1.13,6.99,12.41,0.56,12.57
1972-05,19.37,39.9,95.38,7.79,13.4,18.81,1.07,13.31
1972-06,23.19,48.82,110.68,12.18,17.49,22.68,1.16,10.04
1972-07,28.06,56.27,132.78,14.72,19.32,24.1,1.34,7.97
1972-08,26.84,56.77,130.27,13.56,18.4,23.49,1.21,8.43
1972-09,19.97,41.37,86.98,7.78,12.89,18.25,0.72,9.99
1972-10,15.1,28.9,64.35,0.73,6.28,12.05,0.61,12.33
1972-11,13.29,23.32,46.25,-7.03,-1.62,4.01,0.45,16.07
1972-12,5.61,11.38,22.84,-12.14,-6.91,-1.59,0.08,20.84
1973-01,6.17,11.94,23.99,-13.22,-7.92,-2.55,0.07,16.22
1973-02,7.41,14.86,32.06,-10.29,-4.44,1.09,0.16,16.87
1973-03,10.24,24.71,45.41,-4.61,1.19,6.62,0.29,16.59
1973-04,20.02,38.4,95.51,2.61,8.41,13.83,1.29,13.57
1973-05,20.38,44.45,119.36,7.49,12.7,17.64,1.51,10.37
1973-06,25.55,59.51,130.17,11.94,16.89,21.71,1.44,8.96
1973-07,27.49,56.52,141.68,14.68,19.41,24.25,1.38,7.87
1973-08,27.05,54.74,133.13,13.73,18.51,23.47,1.28,8.47
1973-09,20.0,43.33,100.54,9.09,14.13,19.55,0.91,9.97
1973-10,15.93,31.76,52.68,0.9,6.13,11.68,0.42,14.24
1973-11,7.39,12.69,22.88,-6.38,-0.67,5.5,0.14,19.9
1973-12,2.48,4.44,9.17,-12.46,-6.73,-0.45,0.01,25.23
1974-01,4.39,9.63,21.81,-14.04,-8.45,-2.64,0.02,17.85
1974-02,5.71,11.93,22.76,-12.46,-6.61,-1.04,0.11,19.27
1974-03,10.42,17.91,40.85,-6.21,-0.2,5.28,0.26,17.64
1974-04,16.07,27.5,65.25,2.11,8.35,14.03,0.73,12.16
1974-05,21.08,43.89,95.3,7.95,13.49,18.73,1.09,12.69
1974-06,25.24,51.24,125.4,11.73,16.72,21.51,1.44,10.13
1974-07,27.21,61.75,150.07,14.9,19.41,24.02,1.54,8.25
1974-08,26.73,56.92,127.62,13.43,18.04,22.84,1.28,7.98
1974-09,17.25,38.5,84.12,8.62,13.62,18.85,0.63,10.86
1974-10,12.76,29.73,50.65,1.65,6.86,12.39,0.33,14.2
1974-11,7.22,15.62,25.31,-5.38,-0.05,5.6,0.1,18.65
1974-12,6.42,13.77,25.72,-13.24,-8.46,-3.56,0.12,21.4
1975-01,5.41,11.75,20.9,-13.28,-7.74,-2.19,0.07,18.12
1975-02,6.7,15.67,27.57,-11.2,-5.26,0.37,0.16,18.95
1975-03,8.43,16.86,42.63,-4.4,1.53,7.04,0.29,17.84
1975-04,16.05,34.86,81.73,2.24,7.91,13.19,1.0,14.32
1975-05,17.62,38.86,99.38,6.71,12.27,17.4,1.17,11.98
1975-06,26.56,57.01,130.97,12.41,17.33,22.17,1.5,9.99
1975-07,28.17,57.23,141.74,14.57,19.19,23.84,1.42,7.65
1975-08,27.07,57.56,124.3,14.11,19.05,24.13,1.07,8.81
1975-09,20.09,42.61,96.63,10.05,14.86,20.0,0.73,8.97
1975-10,14.72,30.48,60.06,2.85,7.98,13.53,0.48,13.85
1975-11,7.19,15.77,28.42,-5.68,-0.64,4.82,0.08,18.28
1975-12,6.55,15.6,20.85,-13.5,-8.1,-2.17,0.13,24.58
1976-01,3.44,6.85,12.06,-13.4,-7.6,-1.51,0.01,22.28
1976-02,7.59,16.05,32.63,-9.35,-3.61,1.86,0.13,19.62
1976-03,8.14,16.69,41.21,-6.16,-0.38,4.84,0.19,15.9
1976-04,16.11,32.36,70.67,0.81,6.58,11.85,0.72,12.39
1976-05,19.76,38.78,91.94,7.22,12.78,17.97,1.04,11.54
1976-06,26.76,54.85,138.07,11.58,16.32,20.94,1.51,9.1
1976-07,29.97,65.11,138.8,13.71,18.48,23.24,1.57,8.34
1976-08,26.95,55.69,132.39,12.79,17.53,22.42,1.31,8.13
1976-09,19.46,37.52,79.86,8.29,13.48,18.86,0.58,10.89
1976-10,14.1,25.95,56.84,1.44,6.91,12.73,0.52,13.68
1976-11,7.34,14.25,25.53,-7.58,-2.4,3.04,0.1,18.53
1976-12,3.99,8.92,16.86,-12.6,-7.46,-2.05,0.01,23.19
1977-01,4.36,9.61,20.59,-15.9,-10.73,-5.65,0.03,17.37
1977-02,5.32,9.76,17.43,-12.87,-6.58,-0.62,0.07,20.19
1977-03,9.25,16.82,37.05,-4.9,1.34,7.06,0.23,18.57
1977-04,16.04,32.93,77.68,1.8,7.54,12.84,0.87,12.48
1977-05,18.75,39.18,95.5,6.52,12.14,17.32,1.13,10.41
1977-06,23.55,56.75,126.69,11.89,16.83,21.64,1.51,9.59
1977-07,31.02,63.61,162.56,14.83,19.5,24.18,1.89,7.2
1977-08,26.04,52.65,112.5,13.58,18.43,23.37,1.03,9.29
1977-09,16.53,35.37,75.63,9.28,14.31,19.63,0.49,11.23
1977-10,16.4,31.4,61.79,1.87,7.39,13.1,0.55,14.52
1977-11,7.91,13.98,23.59,-6.44,-0.96,4.77,0.09,18.12
1977-12,6.88,14.98,26.53,-11.45,-6.04,-0.66,0.1,20.97
1978-01,5.66,10.67,20.14,-15.24,-9.58,-3.92,0.1,19.09
1978-02,5.54,13.67,21.25,-12.53,-6.63,-1.09,0.05,20.24
1978-03,10.57,19.03,48.36,-5.43,0.29,5.46,0.33,16.33
1978-04,12.88,24.08,54.92,1.85,8.15,13.9,0.54,14.92
1978-05,22.27,43.68,103.24,7.93,13.51,18.75,1.27,12.61
1978-06,25.26,54.97,120.23,12.71,17.82,22.82,1.38,9.2
1978-07,24.99,55.2,126.57,14.91,19.75,24.66,1.23,9.49
1978-08,24.26,50.59,120.66,13.74,18.68,23.8,1.2,9.0
1978-09,20.16,41.49,82.71,8.69,13.98,19.53,0.77,11.01
1978-10,13.57,25.83,47.57,1.15,6.8,12.72,0.29,14.65
1978-11,9.1,15.6,31.24,-5.47,-0.29,5.18,0.17,17.29
1978-12,4.3,7.99,12.61,-11.14,-5.49,0.49,0.01,22.6
1979-01,5.78,10.57,21.22,-13.12,-7.22,-1.59,0.05,17.8
1979-02,8.84,16.94,27.8,-10.24,-3.82,1.89,0.16,17.3
1979-03,10.99,22.92,50.75,-6.37,-0.1,5.27,0.38,14.99
1979-04,16.25,28.54,67.91,1.03,7.24,12.51,0.7,11.9
1979-05,16.92,32.28,72.85,6.85,12.88,18.23,0.78,13.14
1979-06,28.93,58.5,130.37,11.74,17.33,22.53,1.53,11.77
1979-07,30.27,62.13,149.62,13.82,18.79,23.51,1.7,6.94
1979-08,24.68,54.56,131.65,13.35,18.3,23.15,1.21,7.99
1979-09,19.65,42.07,92.99,7.46,12.74,17.9,0.79,10.0
1979-10,8.45,16.73,28.99,1.13,7.44,13.94,0.16,18.95
1979-11,5.92,9.85,18.19,-7.56,-1.52,4.19,0.03,20.42
1979-12,6.67,12.59,20.38,-10.89,-5.26,0.2,0.08,23.76
1980-01,4.89,9.73,19.82,-14.53,-8.9,-3.3,0.06,20.02
1980-02,5.83,12.71,25.97,-11.81,-6.0,-0.61,0.13,19.98
1980-03,10.67,21.37,51.54,-5.94,-0.09,5.17,0.42,15.84
1980-04,15.83,32.99,72.68,0.94,6.95,12.31,0.85,13.09
1980-05,22.12,39.51,94.66,7.61,13.33,18.7,1.14,11.49
1980-06,25.6,52.82,119.49,12.45,17.49,22.42,1.26,8.64
1980-07,30.19,60.64,144.05,14.69,19.43,24.19,1.48,8.44
