Month,pr,tasmin,rx5day,r20mm,hurs,tas,rx1day,cdd
1950-01,35.58,16.1,18.6,0.17,77.73,20.07,10.46,13.6
1950-02,36.29,16.07,16.97,0.12,73.76,19.97,7.97,12.74
1950-03,69.41,19.24,35.62,0.31,77.2,22.89,16.5,12.64
1950-04,72.03,21.15,34.89,0.16,76.7,24.7,12.92,8.72
1950-05,195.04,22.79,68.39,2.1,80.77,25.89,24.45,4.79
1950-06,225.16,23.11,79.29,2.43,82.57,25.74,35.41,3.88
1950-07,193.37,23.06,65.09,1.42,81.57,25.8,23.0,3.33
1950-08,222.51,22.82,89.5,2.73,81.69,25.42,34.33,5.46
1950-09,241.54,22.12,84.7,2.08,87.05,24.57,31.7,1.6
1950-10,263.41,20.74,97.02,2.7,87.71,23.24,41.21,2.11
1950-11,106.03,18.66,53.08,0.75,84.62,21.53,21.51,7.84
1950-12,49.52,15.13,22.49,0.25,80.94,18.3,10.81,12.65
1951-01,47.9,15.31,23.17,0.1,80.39,18.53,9.24,13.24
1951-02,30.82,16.54,15.96,0.01,76.5,20.59,6.51,14.61
1951-03,71.24,18.18,35.8,0.55,76.77,22.04,16.8,11.25
1951-04,93.01,21.34,42.06,0.56,75.53,25.13,18.29,10.83
1951-05,167.02,22.47,55.18,1.14,82.24,25.49,22.6,3.49
1951-06,203.76,23.08,84.66,2.58,79.83,25.69,41.14,5.41
1951-07,151.0,22.8,65.83,1.28,79.34,25.69,25.83,7.43
1951-08,290.76,23.11,120.3,3.13,84.29,25.52,53.82,3.64
1951-09,227.21,22.07,102.46,1.95,86.4,24.8,39.54,2.91
1951-10,227.31,20.97,92.11,2.01,87.12,23.6,35.87,2.89
1951-11,175.93,19.4,73.9,1.47,87.05,21.88,35.91,4.8
1951-12,87.04,16.71,51.32,0.9,83.27,19.67,17.67,11.32
1952-01,41.16,16.29,16.21,0.1,79.9,19.77,6.67,13.91
1952-02,48.19,17.59,22.88,0.17,78.06,21.3,11.94,14.86
1952-03,137.34,20.02,56.7,1.33,79.77,23.73,30.99,7.18
1952-04,77.19,21.49,37.31,0.33,76.64,25.25,16.04,8.15
1952-05,197.96,23.11,81.68,2.29,80.63,26.29,28.13,5.84
1952-06,204.37,23.5,67.64,2.13,82.12,26.21,26.06,2.68
1952-07,170.27,23.51,66.7,1.69,79.37,26.17,26.44,6.48
1952-08,307.64,22.65,102.12,3.23,86.88,24.95,46.14,1.67
1952-09,277.77,22.07,86.34,2.59,87.81,24.48,33.44,1.23
1952-10,299.54,20.98,118.87,3.19,87.36,23.33,65.52,2.58
1952-11,67.28,18.95,64.63,0.35,83.65,21.89,12.74,9.14
1952-12,109.36,15.21,52.17,1.11,80.98,18.37,24.94,14.24
1953-01,177.76,16.22,82.7,2.52,84.56,19.13,41.87,7.55
1953-02,127.18,17.2,61.69,1.14,84.3,20.23,25.8,5.33
1953-03,116.51,19.48,47.24,0.65,82.86,22.85,21.16,6.47
1953-04,166.4,20.76,60.37,1.16,85.46,23.7,22.49,3.08
1953-05,162.22,22.72,53.58,1.03,82.51,25.82,24.05,3.38
1953-06,187.98,23.25,78.22,1.86,82.24,26.1,31.89,4.13
1953-07,110.71,23.23,51.55,0.4,78.25,26.34,18.23,7.64
1953-08,205.3,23.12,96.08,1.95,81.96,25.88,37.9,3.65
1953-09,255.74,22.02,116.74,2.74,85.77,24.68,47.18,2.46
1953-10,123.36,21.61,49.89,0.15,86.52,24.36,14.31,2.81
1953-11,187.78,19.4,72.73,1.96,86.36,21.82,32.34,3.11
1953-12,128.26,16.71,53.67,1.43,84.21,19.52,25.68,7.48
1954-01,48.66,17.44,20.38,0.07,82.14,20.75,8.17,10.17
1954-02,35.53,16.56,17.31,0.05,76.86,20.55,7.17,14.23
1954-03,81.39,17.5,34.44,0.48,78.13,20.95,19.14,12.74
1954-04,91.26,21.54,39.88,0.49,77.54,25.12,18.4,7.26
1954-05,184.05,22.78,61.87,1.77,82.56,25.81,25.76,3.17
1954-06,138.68,23.58,55.68,0.82,79.47,26.48,20.98,5.6
1954-07,140.89,23.42,50.44,0.61,78.14,26.42,18.37,4.97
1954-08,267.18,23.09,100.6,2.77,83.56,25.6,47.53,2.53
1954-09,319.36,22.22,135.24,3.87,87.17,24.54,54.89,2.55
1954-10,181.97,20.27,89.3,1.58,85.67,23.0,36.35,5.98
1954-11,42.91,17.77,34.83,0.17,78.84,21.46,10.28,12.79
1954-12,100.74,15.52,46.87,1.17,79.51,18.55,20.71,14.44
1955-01,46.9,13.74,23.73,0.38,74.85,17.42,9.01,17.29
1955-02,24.72,16.33,14.74,0.08,72.85,20.72,7.34,17.93
1955-03,59.35,18.95,27.89,0.53,73.94,22.87,14.16,17.18
1955-04,91.36,20.75,38.48,0.33,77.09,24.2,15.77,11.09
1955-05,206.27,22.95,68.93,1.48,82.78,25.88,33.24,2.69
1955-06,253.95,22.87,96.43,2.66,84.5,25.5,43.21,3.13
1955-07,208.86,23.02,64.9,1.55,84.31,25.65,21.94,3.29
1955-08,286.86,22.43,106.11,3.29,85.96,25.05,38.93,1.73
1955-09,259.72,21.91,109.75,2.27,86.66,24.68,52.27,2.23
1955-10,208.1,19.9,91.11,2.7,83.65,22.79,37.34,6.38
1955-11,223.18,17.22,93.18,2.91,81.53,20.1,39.79,9.16
1955-12,27.57,14.8,12.82,0.03,76.65,18.93,6.28,20.94
1956-01,38.58,13.52,22.66,0.15,74.57,17.61,9.82,14.82
1956-02,56.15,16.8,26.41,0.26,79.0,20.49,14.16,12.55
1956-03,48.37,19.09,24.34,0.15,74.91,23.13,9.87,12.73
1956-04,143.36,21.62,66.39,1.45,80.54,24.97,26.57,8.2
1956-05,256.6,22.26,81.52,2.31,86.52,25.0,27.88,1.76
1956-06,228.12,22.72,101.64,3.01,83.23,25.63,43.63,3.66
1956-07,246.19,22.54,89.77,2.11,84.52,25.32,45.25,2.91
1956-08,321.18,22.47,105.51,3.25,86.57,24.95,49.26,2.02
1956-09,282.38,21.95,102.81,3.26,85.75,24.67,42.62,4.44
1956-10,162.72,19.91,77.8,1.16,82.56,22.95,26.76,7.46
1956-11,130.44,16.82,73.92,1.32,77.52,20.09,34.23,11.03
1956-12,124.6,14.93,63.81,1.63,78.73,18.31,24.37,16.52
1957-01,38.2,15.24,17.39,0.21,77.76,19.17,9.04,13.42
1957-02,47.3,14.66,26.25,0.19,75.83,18.48,12.14,13.97
1957-03,75.02,18.35,34.34,0.28,79.72,21.94,16.12,12.65
1957-04,88.49,21.22,39.82,0.68,76.93,24.92,20.36,8.95
1957-05,185.51,22.92,76.34,2.09,77.3,26.35,38.84,6.92
1957-06,275.63,23.52,94.91,3.33,84.87,25.98,37.92,2.49
1957-07,280.64,23.33,98.76,3.15,85.14,25.99,44.26,2.87
1957-08,286.27,23.18,123.95,3.6,84.39,26.0,48.05,3.1
1957-09,275.33,22.49,88.68,2.56,85.1,25.08,35.03,2.04
1957-10,247.0,20.48,122.42,3.17,84.24,23.08,54.82,4.5
1957-11,80.15,18.86,44.3,0.44,82.64,22.08,18.46,7.1
1957-12,55.86,16.94,35.92,0.33,81.02,20.42,12.28,12.95
1958-01,66.49,14.9,39.6,0.6,79.13,18.67,18.47,11.17
1958-02,46.04,15.52,27.8,0.12,77.59,19.22,11.93,11.12
1958-03,42.41,19.43,22.28,0.21,71.87,23.75,13.4,16.37
1958-04,50.48,21.66,26.96,0.32,71.2,25.76,15.06,11.34
1958-05,164.13,23.39,78.66,1.67,77.52,26.77,27.88,6.03
1958-06,284.75,23.75,129.49,3.87,84.52,26.34,48.84,3.25
1958-07,243.92,23.53,92.08,2.92,84.77,25.94,32.54,2.87
1958-08,280.85,22.7,116.73,2.98,85.41,25.59,55.4,3.47
1958-09,312.28,22.34,151.98,4.2,84.85,24.9,68.82,5.07
1958-10,206.02,20.38,80.24,2.13,82.42,23.05,33.59,6.16
1958-11,65.02,17.2,38.32,0.65,76.39,20.73,17.64,14.79
1958-12,17.19,14.66,8.84,0.03,70.25,19.27,3.74,26.03
1959-01,45.13,14.48,17.49,0.24,77.84,18.15,8.51,13.64
1959-02,39.63,16.83,20.13,0.18,76.28,20.91,8.19,13.09
1959-03,69.7,18.12,30.71,0.33,79.55,21.65,13.11,11.09
1959-04,109.13,21.42,59.98,1.07,78.48,24.98,25.83,8.79
1959-05,205.17,22.56,79.46,2.46,80.73,25.69,35.49,6.01
1959-06,183.13,23.78,78.32,1.8,80.82,26.77,32.85,6.2
1959-07,237.71,23.16,75.55,1.96,84.34,25.64,29.7,2.54
1959-08,293.58,23.18,110.64,3.81,84.64,25.64,46.56,3.33
1959-09,244.21,22.28,104.43,2.62,85.43,24.82,38.04,3.06
1959-10,143.49,20.18,68.94,1.45,81.02,23.49,30.63,9.42
1959-11,86.28,18.72,40.89,0.63,81.4,22.11,21.85,9.79
1959-12,87.64,17.09,41.48,0.66,83.3,20.19,18.38,8.77
1960-01,47.13,15.25,27.01,0.31,78.62,19.15,12.02,13.66
1960-02,43.54,16.4,24.65,0.19,77.46,20.01,10.46,15.64
1960-03,67.88,19.58,36.38,0.39,76.93,23.77,16.27,11.82
1960-04,64.3,20.77,32.67,0.34,76.47,24.35,16.77,9.14
1960-05,194.43,22.44,68.05,1.88,81.35,25.66,29.04,5.08
1960-06,279.02,23.79,124.22,3.28,82.94,26.44,58.5,2.68
1960-07,266.74,23.06,116.86,3.39,85.28,25.65,40.72,2.64
1960-08,302.64,23.69,125.75,3.79,85.0,26.19,47.9,2.47
1960-09,293.82,22.25,122.52,3.35,85.69,24.92,47.19,2.87
1960-10,246.2,20.79,129.41,3.0,85.2,23.34,50.91,4.97
1960-11,148.01,19.38,69.85,1.12,86.03,22.18,39.52,5.89
1960-12,49.7,15.82,25.42,0.41,81.99,19.04,9.48,13.08
1961-01,44.74,14.4,22.84,0.24,78.34,18.22,9.26,17.08
1961-02,46.68,16.23,23.02,0.23,80.23,19.65,10.51,13.48
1961-03,64.03,19.06,27.88,0.36,79.35,22.58,15.13,11.13
1961-04,148.36,21.29,65.02,1.68,80.6,24.68,39.01,7.65
1961-05,244.83,22.93,99.62,3.24,82.65,25.73,42.6,3.18
1961-06,271.24,23.08,107.35,3.4,83.32,25.71,50.7,3.88
1961-07,183.97,23.61,75.04,1.74,81.99,26.26,27.77,4.15
1961-08,314.51,23.27,110.87,3.88,84.82,25.7,50.61,3.31
1961-09,263.43,22.52,101.07,2.91,85.16,25.05,40.97,2.43
1961-10,245.14,21.04,98.78,2.5,85.85,23.73,53.55,3.2
1961-11,98.38,18.87,51.7,0.63,83.49,21.94,22.92,6.73
1961-12,78.64,16.85,35.28,0.47,82.31,20.11,16.85,12.6
1962-01,49.75,13.94,20.58,0.18,79.15,17.04,8.64,13.1
1962-02,34.36,15.34,19.42,0.16,77.4,19.4,9.83,19.35
1962-03,50.43,18.11,22.65,0.06,77.97,21.6,9.64,9.9
1962-04,126.05,20.75,46.6,1.16,80.66,24.14,23.23,7.27
1962-05,189.13,23.16,72.53,1.88,80.77,26.37,34.22,3.99
1962-06,276.04,23.44,104.9,3.65,84.28,25.98,45.07,3.38
1962-07,271.0,23.74,103.4,3.36,83.93,26.09,45.26,4.18
1962-08,234.68,22.97,84.77,2.06,84.63,25.63,37.61,2.62
1962-09,315.35,22.29,103.76,3.92,85.63,24.83,57.88,2.8
1962-10,150.03,20.78,75.85,1.62,83.56,23.67,25.44,7.43
1962-11,92.28,18.39,40.42,1.02,80.82,21.53,22.45,10.51
1962-12,38.04,15.19,31.38,0.2,78.38,19.02,9.39,15.62
1963-01,24.68,12.27,10.37,0.06,71.91,16.44,4.6,19.88
1963-02,36.41,14.8,14.21,0.01,78.72,18.44,6.62,19.95
1963-03,68.79,17.52,30.5,0.47,78.37,21.4,15.51,17.48
1963-04,61.48,20.58,27.38,0.27,78.26,24.15,14.21,8.17
1963-05,170.34,22.8,66.94,1.3,79.79,26.13,25.17,6.32
1963-06,257.27,23.61,84.62,2.98,82.43,26.2,36.93,2.28
1963-07,307.05,23.55,120.29,3.85,83.46,25.94,52.84,2.39
1963-08,311.33,23.19,101.76,2.97,86.11,25.58,54.01,1.77
1963-09,279.29,23.04,123.64,3.23,85.45,25.56,50.56,3.01
1963-10,228.47,20.8,95.63,2.82,85.58,23.29,38.21,4.7
1963-11,123.85,19.92,47.77,0.56,85.83,22.62,18.79,5.25
1963-12,49.56,15.74,27.14,0.37,80.3,19.47,10.95,13.69
1964-01,39.49,16.29,16.35,0.1,80.08,19.79,7.85,13.23
1964-02,52.32,15.7,21.18,0.19,78.94,19.11,9.45,12.98
1964-03,75.87,18.82,33.77,0.36,79.18,22.31,16.29,10.75
1964-04,104.45,21.74,52.42,0.97,78.69,25.3,19.2,8.91
1964-05,232.99,22.92,86.95,2.39,82.94,25.69,35.15,2.5
1964-06,225.32,23.46,83.43,2.74,81.95,26.18,34.74,2.97
1964-07,252.43,23.23,131.24,2.21,81.85,26.13,66.59,3.08
1964-08,274.37,23.43,107.02,3.0,84.13,25.76,45.92,3.36
1964-09,331.12,22.67,127.73,3.52,85.67,25.12,54.94,2.03
1964-10,294.17,21.54,113.0,3.56,86.6,23.96,53.85,2.21
1964-11,214.95,17.4,115.21,2.96,81.24,20.39,47.85,9.92
1964-12,94.52,14.75,60.44,1.13,81.2,18.1,28.09,13.01
1965-01,33.08,13.96,19.01,0.14,79.17,17.95,6.58,18.24
1965-02,45.94,17.05,23.45,0.18,79.04,20.68,12.06,14.64
1965-03,67.63,17.72,36.46,0.51,78.18,21.56,17.92,14.38
1965-04,143.28,21.24,70.49,1.61,78.74,24.8,30.81,7.87
1965-05,235.67,22.31,82.93,2.62,83.24,25.21,36.22,2.73
1965-06,287.27,23.05,93.14,3.28,85.29,25.26,34.63,1.99
1965-07,250.87,23.12,103.1,2.71,82.66,25.81,55.6,3.43
1965-08,198.26,22.58,78.72,1.48,83.84,25.37,32.7,3.61
1965-09,246.9,21.87,88.14,2.53,85.78,24.38,41.47,3.38
1965-10,190.95,21.05,89.43,1.99,85.72,23.71,33.93,5.16
1965-11,112.85,18.69,57.68,0.96,83.5,21.82,25.77,7.87
1965-12,103.94,16.54,53.28,1.03,83.91,19.51,26.65,11.13
1966-01,56.45,16.47,26.91,0.16,82.21,19.75,12.1,9.72
1966-02,43.89,17.35,24.57,0.28,76.98,21.17,12.85,13.46
1966-03,75.32,19.4,38.6,0.48,74.9,23.43,19.94,10.98
1966-04,98.92,21.77,44.95,0.66,77.9,25.41,18.42,6.9
1966-05,301.78,22.08,114.73,3.87,84.31,24.61,45.05,3.3
1966-06,260.84,22.88,86.13,3.33,85.01,25.44,32.82,2.6
1966-07,285.25,22.99,106.05,3.34,85.04,25.51,47.09,2.73
1966-08,279.52,22.69,106.75,3.17,86.52,25.02,47.74,2.48
1966-09,153.39,20.9,67.1,1.26,82.0,23.91,25.53,7.68
1966-10,222.01,20.45,118.18,2.63,84.14,23.17,48.25,9.44
1966-11,120.74,18.18,59.02,1.25,82.86,21.16,30.18,7.63
1966-12,93.54,16.98,39.55,0.81,83.61,19.84,17.31,8.2
1967-01,77.89,13.69,38.72,0.76,77.1,17.4,15.04,11.84
1967-02,38.7,14.44,19.0,0.14,76.79,18.38,7.51,15.64
1967-03,37.49,17.76,21.73,0.18,75.0,22.21,9.94,17.12
1967-04,133.14,20.35,62.38,1.24,79.65,24.08,25.28,9.98
1967-05,161.88,22.9,65.71,1.32,79.66,26.36,27.7,5.75
1967-06,181.87,23.1,80.31,1.79,80.83,26.3,31.48,4.94
1967-07,208.12,23.79,76.42,2.12,81.0,26.49,33.74,4.22
1967-08,259.98,23.56,99.13,3.15,83.24,26.0,45.49,3.09
1967-09,268.51,22.33,102.81,2.84,84.96,24.78,44.25,2.73
1967-10,157.28,20.22,81.35,1.6,81.52,23.12,36.8,7.68
1967-11,108.46,18.69,54.02,1.11,82.78,21.76,32.16,8.33
1967-12,58.4,14.86,26.27,0.45,79.93,18.0,9.25,15.32
1968-01,36.87,15.19,17.8,0.08,78.56,19.08,7.47,14.86
1968-02,47.08,14.05,17.85,0.09,78.58,17.19,7.96,15.35
1968-03,48.82,18.2,22.67,0.27,77.56,22.08,11.89,15.47
1968-04,126.75,19.88,54.78,1.16,79.16,23.18,24.78,11.65
1968-05,174.56,22.66,67.12,1.34,80.69,25.89,26.42,3.21
1968-06,246.83,23.31,89.07,2.95,82.48,26.12,32.52,3.38
1968-07,194.36,23.95,71.74,2.12,80.47,26.84,28.75,4.57
1968-08,304.38,23.71,122.44,3.73,84.02,26.11,56.69,4.18
1968-09,278.81,22.57,129.55,2.83,84.67,25.09,54.13,3.12
1968-10,199.16,20.71,125.97,2.26,82.89,23.52,53.11,7.91
1968-11,82.12,19.27,37.56,0.51,83.1,22.3,20.98,8.85
1968-12,30.35,17.63,14.52,0.12,79.37,21.59,8.57,15.44
1969-01,73.41,16.45,54.5,0.67,79.05,20.25,25.83,11.19
1969-02,25.22,15.98,13.83,0.04,73.95,20.17,5.81,16.86
1969-03,54.78,19.02,25.83,0.16,76.98,22.75,11.78,15.96
1969-04,74.62,21.22,35.41,0.64,75.1,24.99,18.0,11.4
1969-05,160.51,24.02,67.59,1.51,77.01,27.3,30.11,5.29
1969-06,215.47,23.94,76.02,1.97,82.4,26.56,32.52,2.65
1969-07,265.02,23.75,84.36,3.1,83.21,26.16,42.21,2.72
1969-08,245.14,23.24,105.52,2.86,83.28,25.92,34.64,2.85
1969-09,262.17,22.4,100.3,2.68,84.99,25.0,44.17,3.27
1969-10,192.46,21.23,92.31,2.11,82.47,24.2,33.76,7.18
1969-11,91.89,17.52,57.04,0.8,80.38,20.5,21.86,9.36
1969-12,46.2,15.1,22.34,0.37,76.6,18.81,12.91,15.83
1970-01,58.4,15.03,29.71,0.26,79.26,18.36,12.84,9.37
1970-02,34.47,17.05,18.4,0.08,78.07,20.86,9.04,14.03
1970-03,49.5,18.25,27.99,0.05,77.03,22.13,10.1,15.87
1970-04,107.71,20.92,49.08,1.15,78.13,24.39,27.93,6.98
1970-05,192.63,23.27,78.96,1.94,80.8,26.26,36.1,4.15
1970-06,274.31,23.56,99.85,3.22,83.32,26.2,45.12,2.91
1970-07,210.08,23.73,73.18,2.3,82.42,26.23,28.7,4.06
1970-08,263.45,23.3,99.67,3.02,83.7,25.88,45.01,3.05
1970-09,279.53,22.56,120.25,3.27,84.35,25.24,54.2,2.96
1970-10,275.41,20.68,138.08,3.19,81.72,23.39,56.61,5.47
1970-11,132.59,18.19,71.29,1.52,81.51,21.18,30.03,7.92
1970-12,107.49,17.18,50.15,0.95,83.76,20.05,21.75,8.71
1971-01,42.5,13.68,21.7,0.16,76.33,17.47,7.23,18.53
1971-02,46.0,15.58,24.49,0.12,78.22,19.25,10.91,14.41
1971-03,53.82,18.05,25.1,0.15,76.71,21.83,11.52,10.14
1971-04,96.87,21.11,50.62,0.75,77.46,24.76,22.49,10.02
1971-05,230.77,22.53,75.59,2.13,82.26,25.45,34.53,2.71
1971-06,256.77,23.55,104.98,2.55,83.31,26.06,48.78,2.52
1971-07,345.4,23.17,126.05,3.91,83.71,25.69,74.83,3.16
