Month,pr,r20mm,rx5day,rx1day,hurs,r50mm,tasmin,cdd
2015-11,168.0,2.38,71.1,36.44,78.22,0.18,7.5,5.11
2015-12,125.17,1.24,57.14,43.66,72.98,0.35,1.97,5.59
2016-01,118.44,1.64,53.85,34.65,71.34,0.13,-1.75,6.82
2016-02,107.6,1.15,44.9,31.23,68.88,0.12,-1.35,6.26
2016-03,91.69,0.98,40.23,23.86,67.15,0.07,2.28,6.44
2016-04,161.71,2.58,64.63,32.72,70.17,0.15,7.86,4.2
2016-05,150.14,2.47,61.28,38.27,70.12,0.29,12.91,7.36
2016-06,242.88,3.95,97.84,47.12,80.72,0.66,16.31,4.59
2016-07,196.14,2.61,107.7,59.51,81.75,0.69,20.36,5.42
2016-08,208.53,3.01,102.66,60.24,78.9,0.94,21.89,7.24
2016-09,266.07,4.4,120.55,59.13,83.39,0.72,18.97,4.01
2016-10,132.51,1.69,51.21,32.36,73.9,0.1,12.13,5.84
2016-11,116.29,1.2,41.59,24.33,74.71,0.02,4.74,4.5
2016-12,133.42,1.72,55.11,34.74,73.35,0.12,0.89,5.05
2017-01,86.18,0.57,34.73,20.93,70.49,0.01,-2.41,5.87
2017-02,92.77,0.64,37.58,18.9,68.19,0.0,-1.76,5.12
2017-03,88.89,0.53,30.44,18.89,67.35,0.0,1.04,5.86
2017-04,142.95,1.98,62.24,39.24,67.67,0.24,7.17,5.31
2017-05,102.19,1.09,60.04,31.77,70.82,0.2,12.52,7.46
2017-06,169.22,2.52,86.19,43.99,76.06,0.46,14.91,6.76
2017-07,193.79,2.68,88.01,41.84,81.82,0.34,21.58,5.49
2017-08,172.98,2.01,82.79,49.61,81.07,0.43,21.25,5.13
2017-09,192.95,3.14,86.1,53.33,77.24,0.51,16.54,5.64
2017-10,319.02,5.2,153.45,79.47,79.21,1.53,11.67,4.9
2017-11,103.93,0.76,37.42,21.69,73.28,0.03,4.66,5.55
2017-12,88.26,0.47,32.25,18.1,71.11,0.0,-0.9,6.66
2018-01,108.67,0.71,36.82,19.92,71.48,0.0,-2.56,4.28
2018-02,88.29,0.78,40.05,25.39,68.45,0.02,-3.12,6.11
2018-03,147.0,2.69,73.67,43.94,68.32,0.27,2.63,8.28
2018-04,125.35,1.87,56.61,39.69,68.25,0.37,7.92,10.68
2018-05,188.63,2.99,80.13,41.87,73.04,0.35,12.3,5.29
2018-06,191.23,2.82,98.49,50.76,79.03,0.56,16.36,5.27
2018-07,252.42,3.46,180.84,80.75,80.73,1.44,21.54,10.54
2018-08,195.92,2.77,91.34,50.56,78.64,0.55,21.48,8.67
2018-09,312.49,5.04,124.43,69.06,81.61,1.28,17.66,3.93
2018-10,98.68,0.84,90.28,24.31,74.84,0.03,11.76,6.02
2018-11,67.84,0.35,32.66,17.38,74.2,0.02,6.44,7.9
2018-12,114.08,0.79,42.88,22.15,74.21,0.02,1.04,5.1
2019-01,71.53,0.14,23.88,12.75,69.38,0.0,-1.95,7.56
2019-02,77.97,0.55,33.96,19.45,69.54,0.0,-0.78,6.03
2019-03,120.89,1.21,50.75,28.64,67.72,0.02,2.22,5.97
2019-04,114.63,1.24,42.46,24.67,66.7,0.02,6.3,6.2
2019-05,101.72,1.32,51.94,39.06,65.53,0.24,12.21,7.42
2019-06,208.41,3.25,95.37,43.67,79.77,0.51,16.05,5.29
2019-07,242.85,3.18,114.22,55.82,84.87,0.97,20.22,4.08
2019-08,240.66,3.52,103.09,60.81,81.82,0.85,21.93,6.68
2019-09,119.11,1.34,56.26,35.18,77.83,0.19,18.77,5.48
2019-10,262.16,3.87,127.61,87.66,78.16,1.19,13.2,5.79
2019-11,71.96,0.38,38.35,17.94,71.61,0.04,5.53,8.47
2019-12,105.1,0.84,40.84,22.83,74.28,0.01,1.17,7.08
2020-01,116.93,1.41,55.54,29.56,73.83,0.1,-0.08,5.31
2020-02,94.82,0.8,43.92,20.81,70.76,0.0,-0.5,6.47
2020-03,147.06,1.91,64.66,36.24,69.6,0.17,3.26,4.56
2020-04,137.02,1.94,61.21,39.69,66.24,0.27,5.35,6.12
2020-05,119.79,1.36,64.14,35.4,73.44,0.17,12.48,6.99
2020-06,255.59,4.29,107.74,51.09,80.05,0.96,17.38,5.51
2020-07,422.96,7.14,169.95,67.73,87.25,2.05,19.78,3.43
2020-08,113.21,1.22,52.76,28.75,79.36,0.15,22.46,7.87
2020-09,198.02,2.57,79.45,46.15,80.68,0.53,18.82,4.09
2020-10,145.14,2.1,83.48,43.14,75.15,0.57,11.51,7.3
2020-11,88.74,0.72,37.19,22.31,73.24,0.05,6.66,8.11
2020-12,78.96,0.37,39.67,14.93,71.61,0.01,-0.02,12.26
2021-01,96.25,0.55,44.04,18.46,72.31,0.0,-2.77,5.51
2021-02,108.76,1.46,57.97,39.89,68.18,0.18,-0.53,6.71
2021-03,140.11,2.23,52.34,37.48,70.24,0.14,3.95,4.84
2021-04,143.55,2.28,74.03,41.35,65.66,0.29,6.86,7.17
2021-05,207.56,3.05,95.65,51.05,76.16,0.57,12.34,4.54
2021-06,168.71,2.31,92.72,41.82,78.71,0.35,16.78,6.49
2021-07,195.75,2.4,107.3,47.19,82.53,0.46,21.27,9.03
2021-08,356.17,5.02,188.25,78.77,82.98,2.03,21.37,5.85
2021-09,186.53,3.06,85.35,46.03,80.18,0.41,17.69,5.59
2021-10,110.52,1.48,53.85,28.24,76.2,0.07,12.0,7.13
2021-11,149.19,2.6,58.55,41.66,73.82,0.25,6.35,7.52
2021-12,99.59,0.93,49.65,22.23,73.19,0.02,0.44,6.67
2022-01,82.98,0.46,38.38,20.75,71.23,0.03,-2.45,6.37
2022-02,74.03,0.24,31.33,14.7,69.03,0.0,-2.29,7.71
2022-03,116.92,1.39,55.07,31.36,70.36,0.1,2.9,7.46
2022-04,137.93,2.27,66.94,33.01,68.91,0.19,7.99,7.52
2022-05,127.42,1.71,62.96,36.04,71.13,0.22,12.03,6.71
2022-06,180.72,2.65,78.79,46.7,80.11,0.53,16.81,5.23
2022-07,230.97,3.3,102.87,51.29,83.17,0.61,21.6,5.3
2022-08,244.62,3.53,98.27,53.56,81.68,0.73,21.99,4.19
2022-09,195.88,2.95,114.52,64.17,79.87,0.83,18.86,7.21
2022-10,99.97,1.27,54.48,29.47,75.11,0.07,11.35,8.54
2022-11,108.83,1.19,47.49,26.63,74.83,0.05,7.13,8.85
2022-12,106.47,0.68,45.0,23.62,73.1,0.1,0.01,5.82
2023-01,82.22,0.45,34.05,20.09,71.91,0.05,-2.45,6.08
2023-02,83.73,0.69,37.47,22.79,71.13,0.03,-1.35,5.8
2023-03,104.91,1.3,49.85,26.75,69.52,0.01,4.22,6.74
2023-04,151.72,2.33,60.19,35.28,67.13,0.27,8.04,7.45
2023-05,179.89,3.12,119.71,45.98,72.54,0.63,11.99,5.48
2023-06,277.54,3.76,124.93,71.18,80.97,1.23,17.25,5.17
2023-07,173.16,2.01,108.38,48.35,80.8,0.54,21.91,5.99
2023-08,184.47,2.01,93.42,49.11,80.84,0.48,23.74,5.29
2023-09,152.33,1.72,64.97,35.28,80.61,0.15,20.52,4.89
2023-10,103.76,1.33,44.72,28.74,73.19,0.08,11.47,6.45
2023-11,125.99,1.84,50.52,31.79,73.96,0.07,6.62,7.78
2023-12,99.41,0.79,42.58,21.93,73.66,0.01,1.04,7.16
