Month,pr,rx5day,rx1day,hurs,tasmin,r20mm,tas,cdd
2013-10,165.52,83.41,37.64,81.41,22.72,1.93,25.9,8.24
2013-11,83.71,48.23,27.08,78.18,21.81,0.76,25.56,11.64
2013-12,35.05,27.68,18.81,74.05,16.34,0.45,21.11,19.31
2014-01,4.31,2.68,1.1,68.27,15.58,0.02,21.57,28.73
2014-02,5.78,3.77,2.28,66.51,18.93,0.0,25.02,27.85
2014-03,22.84,16.88,8.7,64.54,22.09,0.05,27.85,26.13
2014-04,99.77,41.44,17.82,71.04,24.21,0.48,28.71,8.48
2014-05,146.1,47.58,20.55,74.85,25.14,0.77,28.82,3.32
2014-06,205.91,67.21,29.65,79.74,25.2,2.01,28.06,2.45
2014-07,259.87,76.99,30.11,82.01,24.72,2.85,27.35,2.2
2014-08,266.02,89.05,31.84,83.36,24.22,2.8,26.92,2.03
2014-09,222.57,79.81,33.45,83.48,24.12,2.1,26.95,2.31
2014-10,147.19,58.53,24.4,81.29,23.08,1.11,26.36,6.12
2014-11,76.11,41.21,17.92,78.75,21.86,0.58,25.83,16.68
2014-12,37.68,18.07,7.15,72.34,18.85,0.39,23.56,23.58
2015-01,30.36,27.11,16.34,69.32,17.02,0.36,22.53,19.68
2015-02,18.18,12.52,5.99,67.1,19.12,0.05,24.89,26.14
2015-03,40.82,25.34,11.34,67.83,22.7,0.1,27.89,19.27
2015-04,78.97,39.11,17.17,66.8,23.56,0.46,28.56,9.62
2015-05,117.0,45.86,19.33,72.65,25.5,0.57,29.27,3.89
2015-06,169.54,72.14,27.8,75.11,25.17,1.5,28.59,3.54
2015-07,279.16,89.4,37.55,79.92,24.8,3.53,27.59,5.02
2015-08,238.3,85.06,32.83,81.76,24.57,2.25,27.36,2.25
2015-09,241.58,93.64,39.06,83.41,24.43,2.49,27.22,2.32
2015-10,162.87,78.1,31.42,81.93,23.27,1.56,26.48,7.77
2015-11,73.46,29.26,13.18,78.6,22.69,0.37,26.5,12.36
2015-12,35.0,21.22,11.47,74.86,20.31,0.2,24.89,17.94
2016-01,38.4,25.46,12.35,72.63,18.68,0.13,23.87,13.79
2016-02,10.9,7.4,3.22,64.1,18.13,0.06,24.26,24.92
2016-03,10.6,10.5,4.47,61.42,22.39,0.04,28.32,29.57
2016-04,20.34,13.77,6.53,60.25,25.66,0.03,30.92,20.92
2016-05,159.73,72.22,30.18,71.42,25.69,1.63,29.66,6.95
2016-06,226.27,84.78,31.81,79.86,24.95,2.25,27.95,2.96
2016-07,239.8,79.66,34.37,83.32,24.42,2.15,27.21,1.92
2016-08,254.33,82.38,33.75,82.74,24.77,2.44,27.4,2.03
2016-09,282.9,97.79,42.24,84.58,24.36,3.35,26.95,1.68
2016-10,194.48,69.45,32.81,83.56,23.99,1.78,26.86,3.93
2016-11,95.23,68.98,26.69,79.92,22.26,0.87,25.97,9.89
2016-12,68.43,38.79,18.57,74.1,19.77,0.71,24.16,18.0
2017-01,82.57,49.24,19.21,74.68,20.19,0.94,24.52,15.24
2017-02,14.18,9.74,5.44,65.12,18.93,0.04,24.99,23.05
2017-03,70.05,41.3,16.78,67.15,22.16,0.48,27.54,18.84
2017-04,104.33,48.59,24.17,71.66,24.03,0.87,28.34,7.51
2017-05,264.1,101.85,44.27,80.39,24.77,2.91,28.0,2.33
2017-06,194.63,67.11,25.38,80.99,24.92,1.57,27.81,2.97
2017-07,320.42,117.91,52.42,84.3,24.38,3.78,26.88,1.84
2017-08,255.86,86.81,36.05,83.51,24.66,2.73,27.33,2.62
2017-09,233.32,86.45,37.53,83.9,24.52,2.05,27.4,1.64
2017-10,212.72,86.96,38.04,82.99,23.52,2.04,26.51,6.82
2017-11,102.56,50.66,26.76,78.04,21.98,1.0,25.52,9.41
2017-12,47.01,43.87,14.65,73.93,18.83,0.42,23.31,19.84
2018-01,47.37,22.96,11.2,74.14,19.36,0.27,24.18,16.15
2018-02,27.94,21.73,10.75,69.8,19.25,0.09,24.65,20.26
2018-03,44.71,24.45,11.71,68.94,21.79,0.13,26.95,11.74
2018-04,122.42,64.73,26.39,72.73,23.22,1.21,27.64,8.0
2018-05,202.93,68.07,25.49,79.93,24.37,1.53,27.74,2.33
2018-06,230.08,83.04,34.34,81.52,24.85,2.2,27.55,2.12
2018-07,315.68,105.12,42.9,83.1,24.69,4.41,27.08,2.34
2018-08,288.19,85.18,35.98,83.76,24.35,3.4,26.78,1.52
2018-09,215.56,77.94,32.36,82.78,24.07,2.07,27.13,2.42
2018-10,135.33,61.75,24.41,80.08,23.35,1.05,26.84,6.93
2018-11,63.11,31.56,16.24,76.72,21.77,0.52,25.89,11.74
2018-12,56.97,30.17,16.08,74.84,20.61,0.44,25.12,15.65
2019-01,41.04,39.93,19.96,70.92,19.58,0.4,24.6,20.3
2019-02,15.62,9.64,6.51,66.64,21.01,0.03,26.79,25.21
2019-03,25.07,18.74,9.22,62.51,22.38,0.12,28.33,23.97
2019-04,50.28,22.15,10.38,64.62,24.93,0.13,30.08,11.54
2019-05,170.35,69.94,27.98,74.06,25.55,1.33,29.16,6.7
2019-06,172.45,66.74,25.28,78.47,25.47,1.37,28.52,3.65
2019-07,179.74,74.95,30.29,77.67,24.82,2.0,27.9,5.23
2019-08,385.81,141.18,59.6,83.55,24.55,5.6,27.03,1.35
2019-09,221.75,131.96,43.59,81.79,23.91,2.72,26.92,5.53
2019-10,105.09,42.26,17.85,78.7,23.35,0.52,27.07,8.33
2019-11,45.89,28.46,10.73,74.03,21.04,0.18,25.58,15.48
2019-12,13.67,8.46,3.64,68.23,17.81,0.06,23.36,27.99
2020-01,6.74,4.03,2.0,67.46,19.28,0.0,25.15,24.52
2020-02,8.53,5.75,3.02,61.85,19.66,0.04,25.86,26.13
2020-03,25.13,14.47,7.83,63.23,22.9,0.09,28.62,27.01
2020-04,72.52,38.84,18.27,65.75,24.24,0.57,29.12,16.3
2020-05,114.56,47.62,19.96,71.94,25.77,0.73,29.74,6.91
2020-06,192.95,77.89,29.4,78.93,25.09,1.65,28.25,2.43
2020-07,182.94,76.52,24.73,79.52,24.86,1.27,28.1,2.31
2020-08,261.84,95.59,43.56,83.23,24.54,3.09,27.26,3.12
2020-09,281.56,116.63,58.19,84.22,24.55,2.9,27.39,1.69
2020-10,271.68,96.96,44.7,84.86,22.98,3.66,25.58,4.94
2020-11,52.7,30.37,11.61,75.87,21.49,0.36,25.57,14.55
2020-12,35.53,17.94,9.96,72.32,18.48,0.39,23.53,24.9
2021-01,9.41,5.81,2.25,67.97,16.84,0.04,22.64,27.54
2021-02,14.41,13.05,10.17,64.73,18.89,0.14,25.12,24.44
2021-03,29.34,17.12,9.39,66.32,22.89,0.08,28.18,21.99
2021-04,194.0,75.09,31.66,76.88,24.01,2.09,27.73,7.91
2021-05,139.18,64.22,31.56,76.88,25.18,1.11,28.78,5.05
2021-06,178.49,76.48,30.84,78.37,25.03,2.0,28.09,4.96
2021-07,267.37,101.15,40.88,81.92,24.75,3.31,27.51,3.1
2021-08,218.26,79.39,30.46,81.89,24.68,2.05,27.57,3.1
2021-09,337.55,116.75,51.45,85.91,24.11,4.77,26.68,2.04
2021-10,226.41,98.96,42.52,83.89,23.62,2.74,26.46,3.89
2021-11,100.47,46.24,19.67,78.36,22.06,1.15,25.73,13.95
2021-12,20.38,17.09,5.83,70.95,18.18,0.18,23.22,25.75
2022-01,15.48,12.93,6.03,69.86,18.78,0.01,24.37,19.03
2022-02,82.63,54.36,25.79,72.84,19.98,0.81,24.85,12.13
2022-03,95.0,47.21,23.74,73.4,23.32,0.71,27.83,11.67
2022-04,85.75,52.64,24.57,71.31,23.43,0.64,27.8,10.4
2022-05,250.62,104.29,44.82,80.69,24.38,2.83,27.27,3.23
2022-06,145.86,53.81,21.6,78.63,24.75,0.63,27.97,2.73
2022-07,262.79,95.48,39.43,82.67,24.75,3.15,27.57,2.69
2022-08,267.83,83.35,38.58,83.82,24.34,3.2,27.08,2.16
2022-09,326.86,110.03,44.9,85.7,24.07,4.0,26.62,1.28
2022-10,172.51,94.93,34.96,80.01,22.61,2.07,25.89,8.67
2022-11,99.08,48.66,18.58,78.15,22.0,0.79,25.92,16.37
2022-12,53.92,31.31,13.74,73.96,18.75,0.7,23.4,25.93
2023-01,26.88,16.16,10.36,69.08,17.46,0.22,22.94,21.54
2023-02,21.81,14.48,10.2,67.18,19.95,0.16,25.52,22.64
2023-03,13.44,10.04,5.44,63.94,21.87,0.02,27.47,26.17
2023-04,40.01,22.55,12.37,63.87,25.09,0.16,30.17,19.1
2023-05,130.26,61.92,25.72,72.34,25.66,1.25,29.53,6.96
2023-06,178.55,62.65,22.81,78.44,25.31,1.33,28.32,3.57
2023-07,228.86,85.35,34.04,79.85,25.17,2.32,28.08,2.67
2023-08,193.64,75.61,23.8,81.66,24.97,1.67,27.69,2.83
2023-09,374.47,120.18,46.29,85.81,24.58,5.66,27.05,1.45
2023-10,213.52,85.63,33.8,83.66,24.15,2.1,26.98,4.86
2023-11,76.58,36.97,15.35,77.47,21.99,0.73,25.84,13.28
2023-12,28.41,14.9,6.67,73.34,20.49,0.19,25.05,24.08
