Month,pr,r20mm,r50mm,hurs,tasmax,tas,hd35,rx5day
2012-06,107.98,0.42,0.02,82.74,30.77,26.14,0.02,51.56
2012-07,244.14,1.99,0.1,86.14,29.85,25.42,0.02,75.64
2012-08,220.18,1.92,0.12,84.91,30.32,25.63,0.04,74.78
2012-09,212.29,1.73,0.06,85.14,30.22,25.6,0.02,70.05
2012-10,328.57,3.74,0.2,86.68,29.91,25.35,0.02,99.39
2012-11,361.86,4.06,0.3,88.11,29.73,25.36,0.0,106.13
2012-12,378.21,4.51,0.75,87.72,29.33,25.2,0.0,137.97
2013-01,229.92,2.58,0.36,86.11,29.18,25.16,0.0,100.42
2013-02,332.29,4.61,0.53,86.88,29.29,25.18,0.03,117.95
2013-03,187.46,1.25,0.1,84.23,30.69,26.08,0.19,56.95
2013-04,305.12,2.92,0.11,86.01,30.79,26.18,0.08,90.65
2013-05,263.37,2.2,0.08,85.94,30.76,26.19,0.04,79.56
2013-06,152.53,0.75,0.01,82.71,31.13,26.48,0.3,57.9
2013-07,177.92,1.29,0.12,83.76,30.14,25.67,0.06,68.36
2013-08,199.69,1.44,0.02,84.12,30.21,25.64,0.03,67.36
2013-09,250.55,2.76,0.16,85.07,30.09,25.56,0.05,94.76
2013-10,275.64,2.42,0.04,85.82,30.01,25.37,0.04,85.99
2013-11,335.84,3.62,0.39,87.53,29.56,25.25,0.0,113.97
2013-12,395.24,4.98,0.92,88.12,29.0,25.05,0.0,158.15
2014-01,236.29,3.17,0.35,84.9,28.04,24.18,0.01,103.6
2014-02,102.62,0.93,0.1,80.1,29.99,25.16,0.4,53.71
2014-03,167.69,1.33,0.07,80.53,30.77,25.84,1.13,68.1
2014-04,227.63,1.38,0.1,84.39,30.84,26.08,0.11,73.0
2014-05,265.23,1.84,0.02,85.94,30.78,26.21,0.13,72.56
2014-06,161.42,0.63,0.02,84.08,31.07,26.59,0.21,59.49
2014-07,139.59,0.57,0.0,82.86,30.94,26.29,0.33,49.75
2014-08,303.84,2.9,0.24,85.79,29.97,25.39,0.08,89.97
2014-09,212.5,1.29,0.03,84.39,30.42,25.7,0.01,64.87
2014-10,288.41,2.64,0.15,86.09,30.18,25.5,0.03,84.49
2014-11,364.71,4.08,0.25,87.8,29.77,25.33,0.0,103.1
2014-12,386.32,4.69,1.12,87.74,28.99,25.06,0.0,148.24
2015-01,288.87,3.35,0.47,86.07,28.63,24.67,0.0,111.16
2015-02,134.72,1.17,0.16,82.35,29.43,25.08,0.12,67.03
2015-03,165.72,1.18,0.11,80.9,30.68,25.87,1.05,63.74
2015-04,243.5,2.18,0.12,83.67,31.16,26.28,0.91,72.37
2015-05,229.82,1.21,0.04,85.31,31.03,26.37,0.24,66.56
2015-06,183.83,1.5,0.1,84.76,30.82,26.4,0.21,80.11
2015-07,171.87,1.19,0.05,82.53,31.08,26.37,0.46,66.98
2015-08,209.99,1.39,0.11,85.51,30.45,25.84,0.18,72.81
2015-09,203.71,1.34,0.06,85.4,30.56,25.98,0.19,69.37
2015-10,241.19,2.19,0.14,85.21,30.51,25.89,0.14,87.19
2015-11,395.13,4.9,0.43,88.39,29.9,25.51,0.0,108.69
2015-12,225.58,2.08,0.19,85.52,30.13,25.8,0.02,94.29
2016-01,166.49,1.03,0.13,83.38,30.64,26.25,0.38,62.76
2016-02,197.28,1.63,0.34,82.69,30.28,26.03,0.53,75.52
2016-03,153.25,0.98,0.16,79.7,31.63,26.9,3.62,51.42
2016-04,193.63,1.58,0.2,80.49,32.31,27.38,3.74,65.36
2016-05,279.41,2.52,0.26,84.37,31.54,26.97,1.28,87.58
2016-06,204.87,1.83,0.12,84.65,30.53,26.18,0.26,72.42
2016-07,250.32,2.57,0.13,84.65,30.65,26.01,0.54,92.38
2016-08,162.14,0.73,0.0,82.35,31.33,26.55,0.66,63.34
2016-09,254.68,2.51,0.1,84.75,30.66,25.94,0.28,78.44
2016-10,280.83,3.06,0.04,85.04,30.56,25.97,0.39,89.23
2016-11,337.36,3.2,0.16,87.95,29.96,25.66,0.0,103.52
2016-12,264.43,2.16,0.16,86.91,29.98,25.57,0.0,92.68
2017-01,288.03,3.02,0.35,86.65,29.69,25.44,0.0,110.85
2017-02,240.65,2.94,0.3,85.21,29.61,25.29,0.0,101.4
2017-03,273.32,2.73,0.24,85.43,30.11,25.65,0.14,100.36
2017-04,267.88,2.22,0.12,86.22,30.69,26.04,0.03,86.29
2017-05,305.61,2.28,0.1,86.82,30.93,26.45,0.02,80.32
2017-06,198.4,1.1,0.06,85.61,30.5,26.07,0.06,59.63
2017-07,161.9,0.69,0.01,84.19,30.67,26.16,0.08,58.94
2017-08,298.41,3.35,0.31,86.02,30.28,25.78,0.03,104.52
2017-09,297.34,3.5,0.24,86.15,30.38,25.84,0.05,99.5
2017-10,247.48,2.48,0.1,85.42,30.44,25.93,0.07,83.45
2017-11,376.29,4.58,0.48,87.98,29.88,25.58,0.0,126.51
2017-12,306.19,3.43,0.33,87.33,29.48,25.39,0.0,112.58
2018-01,381.21,4.41,0.66,88.51,28.98,24.84,0.0,131.01
2018-02,171.16,1.71,0.18,83.66,29.76,25.28,0.03,69.65
2018-03,212.52,1.75,0.14,83.92,30.58,25.87,0.23,72.48
2018-04,243.06,2.15,0.15,84.47,30.95,26.25,0.21,84.55
2018-05,295.73,2.45,0.11,86.14,30.95,26.27,0.19,87.24
2018-06,174.31,1.27,0.04,83.91,30.95,26.33,0.27,72.27
2018-07,148.72,0.97,0.04,83.14,30.84,26.32,0.29,59.99
2018-08,121.88,0.7,0.01,80.92,31.38,26.47,0.59,52.72
2018-09,254.16,2.61,0.09,84.9,30.32,25.58,0.05,81.11
2018-10,331.37,3.69,0.26,86.36,30.36,25.68,0.04,105.31
2018-11,295.54,2.67,0.3,86.62,30.31,25.77,0.01,98.29
2018-12,284.59,2.41,0.26,86.95,30.04,25.57,0.0,96.04
2019-01,204.4,1.82,0.32,83.96,30.0,25.67,0.01,78.88
2019-02,135.51,0.9,0.09,80.83,30.83,26.01,1.08,50.78
2019-03,147.8,1.41,0.07,79.45,31.68,26.42,2.12,62.49
2019-04,193.73,1.68,0.19,82.62,31.75,26.88,1.47,75.64
2019-05,206.6,1.18,0.02,83.64,31.74,26.88,1.38,69.03
2019-06,270.22,2.84,0.23,86.41,30.73,26.4,0.05,94.67
2019-07,151.1,0.68,0.05,84.03,30.78,26.09,0.16,53.16
2019-08,137.96,0.84,0.04,82.51,31.06,26.34,0.48,55.97
2019-09,151.05,1.03,0.06,82.3,31.46,26.42,0.61,70.74
2019-10,344.74,3.41,0.13,86.19,30.51,25.6,0.22,93.61
2019-11,273.59,2.16,0.17,86.0,30.41,25.75,0.06,94.22
2019-12,309.62,3.45,0.58,86.62,29.29,25.33,0.01,116.07
2020-01,184.44,1.6,0.15,83.5,30.32,25.98,0.54,72.4
2020-02,172.06,1.87,0.32,82.38,30.31,25.91,0.49,72.87
2020-03,211.32,2.42,0.3,82.59,31.31,26.51,1.5,79.92
2020-04,251.92,2.85,0.2,83.74,31.55,26.68,1.06,87.91
2020-05,282.41,2.84,0.22,86.11,31.54,26.91,0.61,84.86
2020-06,274.03,2.8,0.21,87.03,30.29,26.01,0.02,85.24
2020-07,308.66,3.04,0.24,87.06,30.15,25.7,0.02,87.44
2020-08,205.23,1.57,0.23,84.32,30.9,26.27,0.22,76.36
2020-09,337.83,4.24,0.58,86.45,30.31,25.7,0.14,114.68
2020-10,260.21,2.43,0.17,86.12,30.18,25.79,0.04,86.34
2020-11,380.02,4.47,0.42,88.1,29.79,25.47,0.01,122.51
2020-12,282.95,2.56,0.33,87.22,29.57,25.31,0.0,97.73
2021-01,325.57,4.17,0.61,87.24,28.51,24.74,0.0,136.65
2021-02,131.14,1.05,0.15,81.74,29.86,25.38,0.47,63.05
2021-03,268.22,2.87,0.37,83.38,30.6,25.8,0.63,104.87
2021-04,217.0,1.39,0.11,84.06,30.81,25.99,0.04,75.93
2021-05,290.19,2.97,0.19,86.01,30.73,26.3,0.11,93.4
2021-06,218.21,1.68,0.03,84.91,30.55,26.0,0.06,67.98
2021-07,181.47,1.82,0.22,83.65,30.75,26.2,0.09,87.42
2021-08,334.33,3.75,0.39,85.73,30.21,25.62,0.06,109.36
2021-09,297.2,3.7,0.42,85.5,30.1,25.62,0.05,98.06
2021-10,258.17,2.71,0.31,84.36,30.85,26.15,0.41,95.53
2021-11,350.71,4.36,0.64,86.86,29.99,25.52,0.02,121.53
2021-12,290.82,3.14,0.7,85.91,29.52,25.42,0.0,122.97
2022-01,250.38,2.77,0.54,84.34,29.59,25.25,0.17,106.77
2022-02,290.71,3.59,0.8,85.1,29.82,25.33,0.12,129.44
2022-03,289.96,3.23,0.41,85.34,30.51,25.82,0.12,101.7
2022-04,255.06,2.21,0.08,85.48,30.59,25.92,0.11,83.77
2022-05,247.16,2.29,0.13,84.54,30.98,26.48,0.16,80.45
2022-06,280.9,2.12,0.2,85.75,30.29,25.77,0.04,83.3
2022-07,186.97,1.3,0.11,83.9,30.59,26.09,0.31,72.33
2022-08,299.9,3.41,0.45,84.85,30.44,25.83,0.13,99.88
2022-09,270.02,2.98,0.3,85.02,30.01,25.55,0.04,87.22
2022-10,376.88,4.76,0.54,86.85,29.84,25.48,0.03,123.52
2022-11,333.48,3.53,0.35,87.42,29.8,25.37,0.0,107.43
2022-12,362.27,5.03,0.85,87.13,28.8,24.82,0.0,140.27
2023-01,286.25,2.81,0.44,86.29,29.1,24.94,0.0,108.36
2023-02,234.54,2.57,0.48,85.09,29.43,25.18,0.02,105.88
2023-03,242.24,2.69,0.24,83.75,30.05,25.55,0.21,100.27
2023-04,176.23,1.09,0.04,82.52,31.46,26.53,1.18,65.0
2023-05,188.68,1.27,0.07,82.29,31.89,27.11,1.87,65.45
2023-06,194.0,1.26,0.06,83.1,31.32,26.64,0.85,75.65
2023-07,206.46,2.14,0.16,83.31,30.93,26.43,0.42,78.23
2023-08,280.89,3.19,0.26,84.52,30.92,26.29,0.21,90.51
2023-09,312.89,3.82,0.44,85.18,30.76,26.14,0.03,114.13
2023-10,330.32,3.7,0.47,84.76,31.26,26.31,0.12,103.3
2023-11,347.05,4.01,0.43,86.88,30.41,25.95,0.05,108.2
2023-12,367.98,4.4,0.86,87.11,30.14,25.97,0.0,132.44
